Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year
Seth Tuttle,UNI,35,30.4,15.3,5.2,8.7,0.604,0.5,1.3,0.432,4.3,5.6,0.764,1.3,5.5,6.9,3.3,0.9,0.6,2.8,2.1,2015
Shabazz Muhammad,UCLA,32,30.8,17.9,6.3,14.3,0.443,1.3,3.3,0.377,4,5.6,0.711,2.7,2.5,5.2,0.8,0.7,0.1,1.6,1.7,2013
Shabazz Napier,UConn,40,35.1,18,5.3,12.4,0.429,2.2,5.4,0.405,5.2,6,0.87,1,4.9,5.9,4.9,1.8,0.3,2.9,2.1,2014
Shabooty Phillips,LONG,34,31.3,14,4.4,10.8,0.404,2.2,6.4,0.343,3.1,3.5,0.89,0.3,4.4,4.7,3.8,1,0,2.4,2.4,2019
Shahada Wells,UTA,25,30.1,16.8,6.2,14.8,0.416,2.1,5.4,0.393,2.3,3,0.784,0.8,2.6,3.4,3.7,2.2,0.2,2.2,1.5,2021
Shai Gilgeous-Alexander,UK,37,33.7,14.4,4.9,10.2,0.485,0.6,1.5,0.404,3.9,4.7,0.817,0.9,3.2,4.1,5.1,1.6,0.5,2.7,1.7,2018
Shakur Juiston,UNLV,33,30.4,14.6,6.6,10.3,0.639,0.1,0.1,1,1.3,2.6,0.512,2.7,7.3,10,1.9,0.9,0.6,2.5,2.8,2018
Shamar Givance,UE,30,31.8,13.7,4.8,11.8,0.41,1.1,3.6,0.308,2.9,4.4,0.667,0.3,3.7,4.1,3.9,1.5,0,2.7,2.2,2022
Shamarkus Kennedy,MSU,31,31.8,18.6,7.3,10.7,0.679,0,0.1,0.25,4,5.1,0.778,3.5,7.5,10.9,1.5,0.7,2.6,2.3,2.2,2020
Shamir Davis,NSU,32,28.9,13.3,4.3,9.5,0.455,0.7,2.1,0.313,4,5.6,0.725,0.6,1.8,2.4,3.1,1.3,0.1,2.7,1.7,2012
Shamorie Ponds,STJ,33,35.1,19.7,6.5,14.5,0.453,2,5.6,0.353,4.6,5.5,0.836,1,3.2,4.1,5.1,2.6,0.3,2,2,2019
Shane Gibson,SHU,29,32.8,21.6,7.3,16.4,0.446,3,7.2,0.416,4,4.6,0.871,0.8,3.4,4.2,1.4,1.1,0.3,3.3,2.6,2013
Shane Hammink,VAL,33,31.6,15.1,5.1,10.2,0.5,1.2,3.8,0.331,3.6,4.4,0.808,0.9,3,3.9,2.5,1,0.3,2.5,1.9,2017
Shane Larkin,UM,36,36.4,14.5,5.1,10.6,0.479,1.9,4.7,0.406,2.4,3.1,0.777,0.5,3.4,3.8,4.6,2,0.1,2.3,1.6,2013
Shane Richards,MAN,31,36.3,17.2,5,12.8,0.387,2.5,6.9,0.363,4.7,5.5,0.859,0.6,3.2,3.8,1.7,0.9,0.1,2,2.5,2016
Shannon Bogues,SFA,30,36.1,17.9,5.9,14.1,0.42,2.2,6,0.369,3.8,4.8,0.786,0.4,2.6,3,3.6,1.2,0.3,3.2,1.5,2019
Shannon Evans,ASU,32,34.9,16.5,4.9,12.9,0.379,3,8,0.371,3.8,4.5,0.853,0.3,2.9,3.3,3.5,1.4,0.3,1.7,1.9,2018
Shaq Goodwin,UM,33,29.6,14.7,4.9,10.2,0.479,0.1,0.4,0.25,4.8,6.5,0.727,2.3,5.2,7.5,1.5,1,1.8,2,3.2,2016
Shaquille Boga,UTRGV,31,33.3,14,4.9,12.3,0.398,1.4,3.9,0.352,2.8,4,0.71,0.5,2.9,3.5,3.3,2.1,0.1,1.8,2.3,2014
Shaquille Harrison,TU,32,32.3,15.1,5.4,11.5,0.474,0.3,1.3,0.195,4,6.3,0.632,1,4.5,5.5,4.1,1.9,0.2,2.1,2.2,2016
Shaquille Hines,UTRGV,30,32.3,13.9,5.3,11.4,0.462,1.2,3.4,0.356,2.1,2.9,0.744,1.6,4,5.5,2.7,0.9,0.6,1.8,2.7,2016
Shaquille Johnson,LONG,33,32.3,13.6,5,12.7,0.396,0.9,3.8,0.244,2.6,3.5,0.757,1.8,3.8,5.6,2.8,1.5,0.5,3.5,2.8,2015
"Shaun Doss, Jr.",UAPB,25,34.2,15.9,5.2,13.5,0.385,1.1,3.9,0.278,4.4,6.4,0.689,1.4,5.1,6.5,1.4,0.9,0.7,3,2.8,2021
Shavar Newkirk,SJU,32,34.1,17.4,5.4,13.8,0.388,1.6,5,0.327,5.1,6.6,0.764,0.8,3.6,4.3,3.9,1.6,0.2,1.8,1.8,2018
"Shavar Reynolds, Jr.",MU,31,30.1,14.1,4.5,11.5,0.396,1.5,4.2,0.351,3.5,4.1,0.859,0.8,2.2,3.1,2.7,0.6,0.2,2,2.6,2022
Shavon Shields,UNL,30,30.7,16.8,6,12.8,0.47,0.9,2.6,0.364,3.8,4.9,0.769,1.3,3.8,5.1,2.7,1.3,0.3,2.4,1.8,2016
Shawn Glover,ORU,33,34.9,21.3,8.3,16.6,0.499,0.8,1.6,0.481,4,4.8,0.83,1.3,4.5,5.8,1.5,0.8,1.6,2.2,2,2014
Shawn Johnson,UIW,29,32.4,14.1,4.4,9.6,0.459,2.4,5.8,0.417,2.8,4,0.707,1.2,5.8,7,1.6,1.2,1.6,1.8,2.6,2017
Shawn Jones,MTSU,33,28.2,14.2,5.5,9.6,0.577,0,0,0,3.1,4.5,0.687,3,5.5,8.5,0.6,0.9,1.9,1.5,2.8,2014
Shawn Long,LA,34,30.6,18.9,6.8,13,0.524,0.5,2,0.269,4.7,6.9,0.681,4,8.1,12.1,1.4,0.7,1.8,2.7,2.8,2016
Shawn Prudhomme,SUBR,33,33.4,17.5,6.4,14.5,0.442,2.3,6.2,0.366,2.4,3.4,0.714,1.4,4.5,5.9,1.3,1,1,2,2.7,2017
Shawn Roundtree,CMU,34,34.4,16.6,4.9,10.7,0.459,2.2,5.2,0.427,4.5,5.7,0.789,0.3,2.4,2.7,3.1,0.9,0.1,2.3,1.9,2019
Shawn Williams,UAPB,28,34.4,16.6,5.4,13.4,0.404,3.1,8.3,0.372,2.7,2.9,0.927,0.4,1.8,2.1,3.4,1.1,0,2.4,1.5,2022
ShawnDre' Jones,RICH,35,36.4,16.8,5.7,12.2,0.463,2,5,0.392,3.5,4.3,0.819,0.3,1.7,2.1,3.9,0.9,0,1.9,2.2,2017
Shawntrez Davis,BCU,32,27,14.7,5.7,10.2,0.554,0.7,1.9,0.377,2.6,4.4,0.592,2.7,6,8.7,1.3,0.5,1.2,2.4,3.4,2018
Shay Shine,HP,31,31.4,15.6,5.1,11.1,0.455,2,5,0.397,3.5,4.3,0.811,1.2,4.2,5.4,3,1.2,0.5,2.3,2.5,2012
Shayne Whittington,WMY,31,31.8,16.1,6.1,11.5,0.527,0.2,1.1,0.182,3.8,4.9,0.77,2.4,6.5,8.9,1.1,0.8,1.5,1.9,2.4,2014
Sheldon Mac,UM,35,32.9,16.3,5.1,10,0.504,1.6,3.9,0.406,4.6,5.5,0.838,0.5,2.7,3.2,1.6,1,0.3,1.3,1.8,2016
Shep Garner,PSU,32,35.2,14.8,4.7,12.2,0.382,2.3,6.4,0.366,3.2,4,0.783,0.3,2.9,3.2,3.4,1.3,0.2,2,1.8,2016
Sherman Blanford,EIU,30,27,14.5,5.2,10,0.518,0,0.1,0,4.2,5.6,0.746,3,5,8,1.5,1,0.8,1.9,2.3,2014
Sherrod Wright,GMU,31,30.9,15.6,5.2,11.7,0.448,0.9,2.8,0.318,4.2,6,0.704,0.7,2.5,3.2,0.8,0.8,0.2,2.5,2.2,2014
Sherwood Brown,FGC,37,33.1,15.5,5.7,12.1,0.468,2,5.2,0.376,2.2,3.3,0.659,1.6,5,6.5,1.2,1.4,0.3,1.8,2,2013
Shizz Alston,TEM,33,36.8,19.7,6.3,15.5,0.405,3,8.6,0.35,4.2,4.6,0.908,0.5,2.2,2.8,5,1.5,0.2,2.5,1.9,2019
Shonn Miller,COR,30,31.3,16.8,5.6,12.9,0.434,0.9,3.5,0.269,4.7,5.6,0.834,0.9,7.5,8.5,1,1.3,1.8,1.8,2.9,2015
"Sidney Sanders, Jr.",FDU,31,33.6,19.1,6.5,15.7,0.416,1,2.9,0.348,5.1,6.8,0.752,1,2.7,3.8,5.8,2.2,0,2.5,2.7,2014
Simi Socks,UIW,28,29.1,15.1,5,10.8,0.465,1.1,3,0.386,4,4.8,0.836,1,3.1,4.1,1.1,0.9,0.5,2.6,3.8,2017
Sincere Carry,KSU,34,36.6,17.9,6.1,14.1,0.431,2.3,6.5,0.353,3.4,4.4,0.785,0.7,3.8,4.5,4.8,1.4,0.2,2.7,1.7,2022
Sindarius Thornwell,USC,31,34,21.4,6.3,14.2,0.444,1.9,4.8,0.392,6.9,8.4,0.83,2.5,4.6,7.1,2.8,2.1,1,2.5,2.3,2017
Skylar Mays,LSU,31,34.5,16.7,5.5,11.1,0.491,1.6,4.1,0.394,4.2,4.9,0.854,0.5,4.5,5,3.2,1.8,0.2,2.3,1.7,2020
Skyler Flatten,SDSU,33,36.5,15.5,5.6,10.8,0.517,2.5,5.8,0.44,1.7,2.5,0.683,0.3,3.5,3.8,2.2,1.2,0.4,1.3,1.6,2019
Solomon Hill,U of A,35,33,13.4,4.5,9.9,0.458,1.6,4.2,0.39,2.7,3.5,0.766,1.7,3.6,5.3,2.7,1.1,0.6,2.2,2.2,2013
Souley Boum,UTEP,30,36.7,19.8,6,14.6,0.409,2.1,5.8,0.368,5.7,6.8,0.847,0.6,3.9,4.5,2.9,1.8,0.2,2,2,2022
Spencer Collins,WC,32,31.4,14.8,4.8,12,0.395,2.3,5.7,0.41,2.9,3.6,0.81,0.9,2.4,3.3,2.2,0.8,0.1,1.9,2.3,2016
Spencer Dinwiddie,CU,33,32.5,15.3,3.9,9.5,0.415,1.4,4.2,0.338,6,7.3,0.825,0.3,2.9,3.2,3,1.3,0.5,2.2,2,2013
Spencer Dixon,KENN,31,37,13.4,4.6,13.2,0.348,2.4,6.9,0.344,1.9,2.6,0.725,0.9,1.9,2.8,3.8,1.5,0.1,3,2.1,2012
Spencer Parker,BGSU,34,29,14,4.8,10.4,0.462,1,2.3,0.423,3.4,4.8,0.716,1.5,3.6,5.1,1.7,0.5,0.4,2.4,2.1,2016
Spencer Rodgers,KENN,24,32.4,16.3,5.7,13.2,0.432,2.6,6.6,0.39,2.3,3,0.764,0.1,3.5,3.6,2,1.1,0.2,2.3,2.5,2021
"Stacy Beckton, Jr.",AU,30,33.9,13.6,4.9,11.5,0.428,1.3,3.5,0.358,2.4,3.3,0.73,0.8,3.9,4.7,1.4,1.4,0.7,2.4,1.5,2022
Stacy Davis,PU,32,34.2,15,5,11,0.45,1,2.9,0.333,4.1,5.4,0.747,2.6,6.5,9.1,2,0.6,0.6,2.3,2.5,2016
Stacy Wilson,MSU,31,30.2,13.5,4.8,11.6,0.413,1.9,5.8,0.33,2,2.7,0.726,0.9,2.9,3.7,2.5,1.1,0.4,2.8,2.9,2013
Stan Okoye,VMI,31,32.6,21.5,7.6,16.9,0.451,1.9,5.2,0.366,4.4,6.5,0.668,2.5,6.8,9.4,2.6,1.5,0.4,3.2,2.2,2013
Stanley Davis,MSU,30,29.5,13.7,4.9,10.5,0.465,0.4,1.6,0.234,3.6,4.6,0.784,1.3,4.7,6,2.5,0.9,0.3,3,2.9,2020
Stanley Johnson,U of A,38,28.4,13.8,4.6,10.3,0.446,1.1,3.1,0.371,3.5,4.7,0.742,2,4.5,6.5,1.7,1.5,0.4,2.2,2.6,2015
Stanley Umude,USD,25,32.3,21.5,7.7,16.4,0.469,1.6,4.4,0.355,4.6,5.8,0.799,0.5,6.5,7,3,0.4,0.4,2.5,2.1,2021
Stanton Kidd,NCCU,31,32.2,14.5,5.6,10.1,0.553,0.6,1.6,0.373,2.7,3.8,0.697,2.4,4.5,6.9,1,1,0.6,2.1,2.7,2013
Steele Venters,EWU,33,33.8,16.7,5.6,12.3,0.456,2.6,6,0.434,2.8,3.4,0.847,0.8,3.1,3.9,2.2,0.9,0.7,1.8,2.6,2022
Stef Smith,UVM,14,29.8,13.6,4.3,10.6,0.403,2.3,6.4,0.36,2.7,3.3,0.826,0.3,2.8,3.1,1.6,0.6,0.1,2,2.5,2021
Stefan Jankovic,UH,33,24.8,15.6,5.2,9.6,0.543,1,2.5,0.393,4.2,5.5,0.772,1.7,4.9,6.6,1.2,0.6,1.2,1.8,3,2016
Stefan Moody,UM,31,34.6,23.6,6.7,16.4,0.409,3.3,8.8,0.379,6.8,8.3,0.828,1,2.2,3.2,4.3,1.5,0.1,3.8,2.4,2016
Stefan Nastic,SU,37,29.7,13.4,4.8,10.2,0.472,0,0,0,3.7,4.9,0.754,2.4,4,6.5,1.4,0.4,1,2,3.7,2015
Stephan Hicks,CSUN,32,33.5,16,5.2,10.4,0.502,0.5,1.3,0.4,5,6.2,0.813,1.9,3.5,5.4,1.4,0.9,0.5,1.9,2.3,2015
Stephen Brown,BU,35,30.2,15.1,5.3,11,0.482,1.8,4.9,0.374,2.6,3.1,0.835,0.5,2.8,3.3,4.3,1.2,0.3,1.7,2.3,2018
Stephen Croone,FU,33,30.3,17.1,4.9,11.4,0.429,1.4,5.2,0.275,5.9,7.7,0.767,0.3,3.2,3.5,2.5,1.2,0.3,2.5,2.4,2016
Stephen Holt,SMC,34,37.5,15.2,4.4,9.6,0.451,1.7,3.9,0.443,4.8,5.7,0.831,1.1,2.6,3.8,3.9,0.8,0,1.9,2.3,2014
Stephen Lumpkins,AU,30,33.3,14.2,4.8,10.3,0.469,0,0.1,0,4.5,6.5,0.701,2.6,6.8,9.4,1.5,0.6,1,2.4,2.3,2013
Stephen Madison,U of I,34,34.5,20.1,6.4,13.4,0.477,1.1,3.5,0.325,6.1,8.1,0.76,2.1,5.6,7.6,2.4,1,0.5,2.7,3,2014
Stephen Maxwell,CSUN,33,33.7,14.7,5.2,10.6,0.489,0,0,0,4.3,5.9,0.737,3.3,4.7,8,0.6,0.8,0.2,2,2.7,2015
Stephon Carter,CSUB,30,31.8,15.9,5.6,11.7,0.48,0.1,0.5,0.125,4.6,6.5,0.711,1.4,3.8,5.2,2.7,2.3,0.3,3.1,2.6,2013
Sterling Gibbs,SHU,29,33.7,16.3,5.2,12.1,0.431,2.6,5.9,0.436,3.3,4.7,0.701,0.5,1.6,2.1,3.8,1.2,0,2,1.6,2015
Sterling Smith,CSU,31,30.1,13.9,4.7,10.1,0.468,2.5,5.9,0.418,2,2.5,0.772,1.4,3.5,4.9,1.6,1.4,0.5,1.5,1.5,2015
Steve Forbes,IPFW,28,24.2,14.1,5,8.9,0.566,0,0,0,4,5.4,0.753,2.1,4,6.1,1,0.3,0.8,1.8,2.5,2015
Steve McWhorter,UWM,30,35,14.2,4.9,10.8,0.454,1.3,3.9,0.339,3.1,4.1,0.748,1.1,3.7,4.7,4.6,1.6,0.5,2.3,3,2015
Steve Settle,HU,29,30.5,13.8,4.9,9.9,0.49,1,2.9,0.353,3.1,4,0.767,1.1,4,5.1,1.6,1.4,0.8,2,1.9,2022
"Steve Taylor, Jr.",U of T,33,32.1,15.3,6.4,12.1,0.525,0.3,1.5,0.2,2.2,4.5,0.493,2.4,9.9,12.2,3.7,0.3,0.5,3.5,2.1,2017
Steven Davis,WRST,32,28.2,14.9,5.3,10.7,0.494,1.6,4.3,0.382,2.7,3.5,0.77,1.7,2.7,4.3,1,0.5,0.4,2.1,2.9,2017
Steven Pledger,OU,30,32.9,16.2,5.7,12.3,0.459,2.4,5.8,0.416,2.5,3,0.833,1.4,2.5,3.9,1.6,1,0.2,1.9,2.4,2012
Steven Santa Ana,ELON,31,31.5,16,5.4,11.7,0.46,2.3,6.3,0.366,2.9,4.2,0.705,0.8,5.5,6.3,2.7,0.8,0.1,2.4,2.3,2019
Steven Spieth,BU,30,34.6,17.3,5.1,10.5,0.487,1.7,4.1,0.407,5.4,6.1,0.88,1.4,4.6,6,3.3,1.4,0.4,3.4,2.8,2017
Stevie Browning,MU,34,31.9,16.1,6,13.2,0.454,2.1,5.2,0.395,2,2.4,0.819,0.9,3.3,4.1,3.3,1.1,0.2,1.7,1.8,2017
Stevie Thompson,OSU,31,36.6,16.1,5.9,13.8,0.428,2,6.4,0.308,2.3,3,0.755,0.9,3.3,4.2,3.2,1.5,0.1,2,1.9,2019
Stone Gettings,COR,28,26.8,16.7,5.9,12.1,0.487,1.5,4.2,0.368,3.4,4.1,0.825,1.4,5.3,6.6,2.9,0.7,0.5,2.3,2.8,2018
Storm Murphy,WC,24,34.3,17.8,6,12.7,0.47,2.9,7.3,0.4,2.9,3.5,0.843,0.6,2.7,3.3,4.3,1,0,2.7,1.2,2021
Stuckey Mosley,JMU,33,35.1,16.4,5.9,14.8,0.398,2.9,7.8,0.367,1.8,2.5,0.716,0.7,3.1,3.8,2.3,1.1,0.1,1.7,2.2,2019
Sukhmail Mathon,BU,35,30.1,15.1,5.2,9.9,0.53,0,0.1,0.2,4.6,5.9,0.785,3.9,6.3,10.2,1.5,0.6,0.7,1.7,1.9,2022
Svi Mykhailiuk,KU,39,34.5,14.6,5.3,12.1,0.434,2.9,6.6,0.444,1.2,1.4,0.804,1.1,2.8,3.9,2.7,1.2,0.3,1.7,2.5,2018
T.J. Atwood,LU,32,34.9,16.8,6.6,13,0.508,0.6,1.6,0.373,3,3.9,0.762,2.2,4.8,7,1.8,1.4,0.6,2.9,2.5,2020
T.J. Bray,PRIN,26,35.4,18,5.8,10.9,0.537,2,4.8,0.413,4.3,5.4,0.8,0.5,4.3,4.8,5.1,1.3,0.2,1.8,2,2014
T.J. Cline,RICH,35,32.6,18.5,6.9,13.4,0.517,1.4,4.3,0.316,3.3,4.7,0.687,0.9,6.9,7.8,5.6,0.9,0.2,2.9,2.5,2017
T.J. Cromer,ETSU,35,31.7,19.1,6.4,14,0.456,3,7.5,0.406,3.3,4,0.82,0.5,2.4,2.8,3.2,1,0.4,2.8,2.4,2017
T.J. Gibbs,ND,36,37.4,15.3,4.8,11.6,0.411,2.3,5.6,0.403,3.6,4.3,0.838,0.8,2,2.8,3,1,0.1,1.5,1.8,2018
T.J. Haws,BYU,32,32.4,14,5.1,11.1,0.459,1.8,5,0.371,2,2.6,0.762,0.3,2.2,2.4,5.7,1.3,0.2,2.6,1.8,2020
T.J. Leaf,UCLA,35,29.9,16.3,6.7,10.9,0.617,0.8,1.7,0.466,2.1,3,0.679,2.2,6,8.2,2.4,0.6,1.1,1.5,2.5,2017
T.J. Price,WKU,32,33.4,17.1,5.5,12.3,0.443,2.5,6.1,0.413,3.6,4.4,0.816,0.7,4.7,5.3,4,0.9,0.1,2.6,2.7,2015
T.J. Shorts II,UCD,29,33.1,15.2,5.6,11.3,0.497,0.4,1.5,0.279,3.5,4.9,0.718,0.6,4.1,4.7,4.3,1.6,0.2,3,2.5,2019
T.J. Starks,CSUN,20,33.6,21.7,7.8,17.2,0.455,1.9,5.2,0.369,4.2,5.4,0.785,0.6,2.5,3,3,1.4,0.1,3,1.9,2021
T.J. Wallace,PAC,29,30.8,13,4.3,10.8,0.399,1.2,3.7,0.336,3.1,4.2,0.74,1.5,4.1,5.6,2.6,0.7,0.1,2.8,3.4,2015
T.J. Warren,NCST,35,35.4,24.9,9.8,18.6,0.525,0.9,3.3,0.267,4.5,6.5,0.69,3.2,3.9,7.1,1.1,1.8,0.6,2.4,2.8,2014
T.J. Williams,NU,30,38.2,21.4,6.7,14.5,0.463,1.2,3.6,0.333,6.7,8.8,0.762,0.8,3.9,4.7,5.3,1,0.1,3.4,2.2,2017
T.T. Carey,LONG,31,32.7,18.5,6.6,15.2,0.438,3,7.7,0.395,2.1,2.7,0.786,1,5.6,6.6,0.8,1.5,0.4,1.6,2.4,2014
Taevion Kinsey,MU,31,37,19.1,7.1,16.5,0.429,0.5,3,0.183,4.4,5.9,0.745,2.2,2.9,5.1,4.2,1,0.1,2.7,1.5,2022
Tahj Eaddy,USC,33,32.3,13.6,4.9,11,0.446,2,5.2,0.388,1.8,2.3,0.776,0.4,2.5,2.9,2.8,0.6,0,1.5,1.4,2021
Tahj Small,TSU,29,33.4,13.8,5,11.9,0.423,1.3,4.3,0.298,2.4,3.1,0.787,1.2,4.3,5.6,1.3,0.9,0.4,2.3,2.9,2022
Tahj Tate,DESU,24,35.3,16.1,6,13.8,0.439,1.2,3.5,0.333,2.8,3.7,0.764,1.2,1.5,2.6,2.7,1.3,0.2,2.3,2,2012
Tahjai Teague,BSU,31,28.6,14.4,5.6,11.1,0.506,0.6,2.3,0.271,2.6,4.2,0.611,2.2,6.9,9.1,2.1,1.2,1.5,2.6,3.3,2020
Tahjere McCall,TSU,27,32.1,14.3,4.7,10.8,0.435,0.3,1.4,0.243,4.6,7.1,0.637,1.6,3.4,5,5.1,2.8,0.5,3.7,3.3,2017
Tai Webster,UNL,31,34.7,17,5.9,14,0.421,1.3,4.4,0.294,3.9,5.3,0.744,1.1,4,5.1,4,1.4,0.1,3.2,2.4,2017
Tajion Jones,UNCA,20,33.5,15.9,5.6,11.6,0.478,3.4,8,0.425,1.4,2.2,0.651,0.9,3.1,4,0.9,0.9,0.6,1,1,2021
Tajuan Agee,IC,29,32.2,14.7,5.2,10.3,0.505,0.6,1.7,0.375,3.7,4.7,0.787,1.9,5.4,7.2,3,1.1,1.2,4.7,3.5,2020
Takal Molson,CAN,32,32.7,16.9,5.5,13,0.422,1.7,6.4,0.268,4.2,5.6,0.754,1.8,3.7,5.4,2,1.3,0.3,2.5,2.5,2019
Tamenang Choh,BU,26,29.3,14.3,4.3,10.3,0.419,0.7,2.7,0.257,5,6.5,0.759,2,6.2,8.2,3.1,0.7,0.3,2.8,2.3,2022
Tamir Jackson,RU,31,35.2,17.7,6.3,16.3,0.387,1.5,5.6,0.27,3.5,5.1,0.696,1.4,4.6,6,2.5,1.4,0.1,2.9,2.6,2013
Tanner Groves,EWU,24,27.1,17.2,6.4,11.4,0.56,0.9,2.6,0.349,3.5,4.5,0.778,1.3,6.6,8,1.3,0.3,1.1,1.9,3.4,2021
Tanner Holden,WRST,36,35.4,20.1,6.8,13.6,0.497,0.4,1.1,0.341,6.1,7.8,0.789,2.2,4.9,7.1,2.6,1.4,0.2,2.5,2.5,2022
Tanner Leissner,UNH,31,35.8,18.7,6.3,13.9,0.451,1.2,3.7,0.33,4.9,6.4,0.769,2.6,4.3,6.9,2,0.5,0.3,1.6,2.1,2018
Tanner Plomb,USMA,28,31.4,19.8,6.8,16,0.423,2.9,8.1,0.352,3.4,4.6,0.736,0.6,5.1,5.8,1.5,0.9,0.3,1.7,1.7,2016
Tareq Coburn,HOF,21,33.2,15.2,4.3,9.9,0.438,2.5,6.4,0.396,4,4.9,0.824,1.1,2.6,3.8,0.9,1.2,0.8,1.3,2.3,2021
Tari Eason,LSU,33,24.4,16.9,5.8,11.1,0.521,0.8,2.4,0.359,4.6,5.7,0.803,2.3,4.3,6.6,1,1.9,1.1,2.2,2.8,2022
Tarik Cool,ISU,24,33.6,14,4.8,11.1,0.436,1.6,4.7,0.336,2.7,3.9,0.699,0.3,3.2,3.4,2.3,0.8,0.1,3.2,2.2,2021
Tarkus Ferguson,UIC,32,35.8,14.5,4.8,11.3,0.424,2,6,0.33,3,3.9,0.754,0.6,5.3,5.9,4.8,1.2,1.1,3.4,2.3,2020
Tarvin Gaines,JSU,27,31.7,16.4,5.1,10.9,0.474,1.1,3.4,0.319,5,6,0.833,1.7,3.5,5.2,0.9,1,0.7,1.5,2.8,2013
Tashan Newsome,GWU,30,28.3,14.1,5,11.5,0.432,0.6,2.5,0.25,3.5,4.9,0.726,1.1,4,5.1,2.6,0.6,0.1,1.9,2,2013
TaShawn Thomas,U of H,33,31.6,15.4,6.2,10.5,0.591,0,0.2,0.167,2.9,4.9,0.595,2.8,5.2,8.1,1.9,1.2,2.7,2.2,2,2014
Tate Unruh,UNC,31,32,13.5,4.7,10.5,0.443,3,6.9,0.428,1.2,1.4,0.905,0.7,3.6,4.3,1.6,1.3,0.1,1.5,1.9,2013
Taurean Prince,BU,34,30.6,15.9,5.5,12.7,0.432,1.6,4.3,0.361,3.3,4.3,0.774,2.4,3.7,6.1,2.3,1.3,0.7,2.7,2.5,2016
Tavares Speaks,LIB,36,31.2,13.2,4.6,10.5,0.437,0.4,0.9,0.382,3.7,4.5,0.81,0.4,3,3.4,1.2,1.2,0.1,2.1,2.5,2013
Taveion Hollingsworth,WKU,29,31.3,13.9,4.5,10.7,0.421,0.8,2.5,0.329,4,4.7,0.859,0.7,3,3.8,2.4,1.2,0.2,2.3,1.4,2021
Tavian Dunn-Martin,FGC,33,33.3,21.4,6.7,16.3,0.41,3.2,8.7,0.368,4.8,5.5,0.878,0.5,2.6,3.1,6,1.1,0,3.7,1.4,2022
Tay Dawson,CSUN,30,32.9,16.7,6.5,14.7,0.443,0.9,3.5,0.26,2.8,3.9,0.712,1.5,5.1,6.6,2,0.9,0.7,2.3,2.1,2018
Tayler Persons,BSU,33,32,16.7,6,13.7,0.441,1.4,4.2,0.321,3.3,4.1,0.8,0.4,3.6,4,4.3,1.1,0.1,3.2,2.1,2019
Taylor Braun,NDSU,32,34,17.6,5.3,11.3,0.471,1.3,3.1,0.414,5.7,7.3,0.785,0.6,4.8,5.5,3.8,1.5,0.2,2,2.1,2014
Taylor Brown,BU,28,31.3,14.8,5.1,12.1,0.419,0.9,2.8,0.321,3.8,4.6,0.814,2,4.4,6.4,1.6,1,0.5,2.3,2.8,2012
Taylor Funk,SJU,20,32.3,17.4,6,12.4,0.482,2.6,7.4,0.354,2.9,3.4,0.838,1.8,3.9,5.7,1.5,0.8,0.8,1.4,2.8,2021
Taylor Johns,UCR,31,34.4,16.3,6.2,13.3,0.465,0.3,1.2,0.237,3.6,5.7,0.638,2.6,5.6,8.2,1.9,1.2,1.7,3.4,2.9,2015
Taylor Smith,SFA,32,33.8,15.7,6.6,9.5,0.694,0,0,0,2.5,5.2,0.473,2.8,6.4,9.2,1.8,1,2.8,1.9,2.3,2013
Taz Sherman,WVU,31,34,17.7,6.1,14.6,0.414,2.1,6,0.346,3.5,4.5,0.797,0.4,2.6,3,2.4,1.3,0.2,2.7,0.8,2022
Teddy Allen,NMSU,34,33.4,19.6,6.3,14.4,0.438,2.2,6.6,0.335,4.8,5.5,0.876,1,5.7,6.7,2.6,1.2,0.1,2.8,2.3,2022
Te'Jon Lucas,UWM,22,32,14.9,5,12.9,0.392,1.1,4.1,0.275,3.7,5,0.73,0.7,3.9,4.6,5.8,1.1,0.3,3.1,2.7,2021
Terence Davis,UM,33,31,15.2,5.4,12.2,0.444,2,5.3,0.371,2.4,3.1,0.772,1.1,4.7,5.8,3.5,1.6,0.6,2.8,2.7,2019
Terence Jones,TAMU-CC,30,30.9,13.7,4.3,11.7,0.366,2.3,6.3,0.36,2.8,3.9,0.726,0.3,2.7,3,1.8,0.7,0.2,2.9,2.2,2012
Terence Smith,UTM,31,31,14.6,4.3,10.1,0.429,1.9,4.4,0.438,4,4.9,0.822,1.1,2.5,3.6,2.8,1,0.1,1.5,2.6,2014
Terone Johnson,PU,33,32.1,13.5,5.2,12.9,0.402,1.1,3.2,0.346,2,3.2,0.623,1.3,3.4,4.7,2.9,0.5,0.2,2,2.1,2013
Terquavion Smith,NCST,32,31.6,16.3,5.7,14.3,0.398,3,8.1,0.369,1.9,2.7,0.698,0.9,3.2,4.1,2.1,1.3,0.5,1.7,2.2,2022
Terran Petteway,UNL,31,35,18.2,5.9,15,0.396,2.2,7,0.313,4.1,5.8,0.711,0.5,4.4,4.9,2.8,1.1,0.9,3.4,3,2015
"Terrell Brown, Jr.",UW,32,36.1,21.7,8,17.8,0.452,0.4,1.9,0.2,5.3,6.8,0.772,1.2,3,4.2,4.3,2.2,0.5,2.4,1.5,2022
