Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year
Daeqwon Plowden,BGSU,31,30.6,15.7,5.3,12.8,0.414,1.4,3.8,0.356,3.8,4.8,0.792,2.5,4.4,6.8,1.1,0.9,1.2,1.8,2.1,2022
Daishon Knight,ISU,35,29.9,14.3,5.1,11.6,0.44,1.3,3.5,0.366,2.9,3.3,0.863,0.7,2.5,3.3,2.4,1,0,1.8,1.2,2015
Daishon Smith,ULM,32,34.6,21,6.1,13.8,0.443,3.4,8.6,0.4,5.4,6.3,0.861,0.7,3.8,4.5,3.9,2.2,0.1,2.2,1.8,2019
Dajuan Graf,NCCU,34,35.5,14.3,5.2,10.6,0.489,0.9,2.4,0.395,3,3.9,0.78,0.6,2.9,3.5,5.2,1.2,0,2.7,2,2017
Dakarai Henderson,SHSU,32,29.8,14.2,4.7,12.4,0.379,2.3,6.8,0.342,2.4,3.5,0.69,0.8,2,2.8,1.5,0.6,0.1,1.3,1.5,2016
Dallas Moore,UNF,34,35.1,23.9,8.8,18,0.488,2.9,7.4,0.398,3.4,4.1,0.826,0.8,2.4,3.1,4,1.1,0.1,2.4,1.1,2017
Dallas Morgan,CMU,31,27.2,13.8,4.9,12.4,0.398,2.3,7.2,0.323,1.6,2.1,0.742,0.6,2.9,3.5,1.2,1,0.1,1.8,2,2020
Dalonte Brown,MU,23,28.3,13.7,4.9,10.1,0.481,1.8,4.9,0.372,2.1,2.4,0.857,1.7,5.7,7.4,0.9,0.5,0.5,1,1.8,2021
Dalton Pepper,TEM,31,37.8,17.5,6.4,14.7,0.433,2.7,7.2,0.375,2,2.3,0.871,1.4,3.8,5.1,2.4,1,0.2,1.7,1.7,2014
Damani Applewhite,SCSU,29,32,14.2,4.6,8.6,0.528,0,0,1,5.1,6.9,0.739,2.3,4.2,6.6,0.9,0.5,0.5,1.3,1.7,2020
Damaria Franklin,UIC,28,31.5,17.8,7,15.7,0.449,1.7,5.6,0.297,2.1,3.1,0.667,1.1,5.8,6.9,2.5,1.3,0.9,2.7,3.1,2022
Damen Bell-Holter,ORU,35,31.5,15.5,5.4,10.6,0.512,0.1,0.5,0.278,4.5,6,0.754,3.3,6,9.4,1.2,0.5,1.3,2,2.9,2013
Damian Chong Qui,MSMU,23,36.8,15.1,4.8,12.7,0.375,1.6,4.8,0.336,3.9,4.9,0.804,0.2,4,4.2,5.3,0.9,0.1,2.7,2.2,2021
Damian Dunn,TEM,27,30.5,14.9,4.6,11.7,0.394,1.1,3.8,0.301,4.5,5.4,0.834,0.9,3.3,4.2,2,0.9,0.2,2.8,2.3,2022
Damian Jones,VU,33,26.2,13.9,5.6,9.5,0.59,0,0.1,0,2.7,5.1,0.536,2.2,4.6,6.9,1.2,0.2,1.6,2,3.3,2016
Damian Lillard,WSU,32,34.6,24.5,7.2,15.5,0.467,2.9,7.2,0.409,7.1,8,0.887,0.5,4.5,5,4,1.5,0.2,2.3,1.9,2012
Damier Pitts,MU,35,34.1,14.7,5.1,12.4,0.416,2.1,6.1,0.34,2.3,3.3,0.711,0.5,1.9,2.4,4.3,1,0.1,3.2,2.5,2012
Damion Lee,U of L,30,33.5,15.9,5.1,11.8,0.428,2,6,0.341,3.8,4.5,0.843,0.6,3.3,3.9,2,1.5,0,1.7,2.1,2016
Damion Rosser,UNO,25,34.4,15.7,6.2,11.9,0.52,0.2,1.2,0.167,3.1,4,0.77,1.4,6,7.4,3.2,1.2,0.8,2.4,2.8,2021
Damon Heuir,SUU,30,31.1,15.5,4.9,13.2,0.37,1.9,5.8,0.328,3.8,5,0.767,1.2,2.8,4,3.2,0.8,0.2,3.3,2.5,2013
Damon Lynn,NJIT,35,37.8,18.3,5.6,15,0.374,3.3,10,0.331,3.8,4.6,0.832,0.3,2.7,3,3.3,1.6,0.1,2,1.2,2016
Damon Sherman-Newsome,CU,33,31.1,14.7,5.3,11.5,0.461,2.1,5.5,0.374,2.1,3,0.68,0.5,2.8,3.4,1.8,0.6,0.2,1.8,1.5,2015
Damyean Dotson,U of H,32,34.3,17.4,6.3,13.4,0.47,3.4,7.6,0.443,1.4,1.7,0.83,1.5,5.4,6.9,1.1,0.9,0.2,1,1.7,2017
D'Andre Williams,UALR,31,34.3,13.2,4.5,11.2,0.405,1.1,3.1,0.358,3,3.9,0.754,0.6,3.4,3.9,3.9,1.7,0.1,2.7,2.7,2012
Dane Goodwin,ND,35,33.3,13.6,5.1,10,0.504,2,4.4,0.458,1.5,1.8,0.823,0.9,3.8,4.7,1.3,0.6,0.1,1,1.7,2022
D'Angelo Harrison,STJ,33,34.8,17.5,5.4,13,0.415,2,5.4,0.369,4.7,5.9,0.799,1.2,4.3,5.5,1.9,1.1,0.4,1.7,3.5,2015
D'Angelo Russell,OSU,35,33.9,19.3,6.6,14.7,0.449,2.7,6.6,0.411,3.4,4.5,0.756,1,4.7,5.7,5,1.6,0.3,2.9,2.1,2015
Daniel Amigo,UD,30,25.8,15.3,6.3,12.1,0.521,0.6,1.5,0.409,2.1,3.5,0.594,2.2,4.4,6.6,1.5,0.3,0.7,3,3.2,2018
Daniel Bejarano,CSU,32,33.8,16.3,5.1,14.1,0.364,1.9,5.9,0.321,4.2,5.3,0.793,2.3,6.1,8.3,3.3,1.1,0.6,1.8,1.8,2014
Daniel Dixon,W&M,30,29.5,19.2,6.3,13,0.482,2.4,6.4,0.378,4.2,4.9,0.87,0.9,3.8,4.7,2.5,0.7,0.3,2.2,2.8,2017
Daniel Gafford,U of A,32,28.7,16.9,6.7,10.1,0.66,0,0,0,3.6,6,0.591,2.8,5.8,8.7,0.7,0.9,2,2.4,2.8,2019
Daniel Mullings,NMSU,35,33.5,16.8,5.7,12.3,0.466,0.5,1.9,0.277,4.8,6.6,0.727,1.4,3.5,4.9,3.5,1.9,0.5,2.6,2.5,2014
Daniel Ortiz,UNA,30,25.7,14.4,5.2,13.2,0.393,2,5.9,0.343,2,2.5,0.787,0.4,2.7,3.1,1.3,1.1,0.2,1.4,1.1,2022
Daniel Oturu,U of M,31,34,20.1,7.7,13.6,0.563,0.6,1.7,0.365,4.1,5.8,0.707,3.7,7.5,11.3,1.1,0.5,2.5,2.8,2.7,2020
Daniel Trist,LC,33,27,17.3,7,12.1,0.576,0,0,0,3.3,4.3,0.78,2.3,4.4,6.7,1.3,0.4,0.7,2.3,2.2,2015
Daniel Utomi,AKR,33,33.5,14.2,4.9,12.2,0.403,2.8,7.5,0.373,1.6,2.3,0.675,1.1,4.3,5.5,1.3,0.6,0.4,1.8,2.5,2019
Danny Pippen,KSU,20,31.9,19.3,6.6,16.3,0.403,2.5,8,0.308,3.8,4.7,0.806,2.7,6,8.7,2.8,0.8,1.3,3.7,2.4,2021
Danny Stewart,RU,31,29.7,15.2,4.2,9.5,0.444,0.8,2,0.397,6,7.1,0.854,1.9,4.3,6.3,1,1,0.4,2.3,3.1,2014
Dante Holmes,NCCU,29,33.6,15.5,5.2,12.9,0.404,2.6,6.8,0.376,2.5,3.7,0.689,1,3.9,4.9,1.8,1,0.1,2.1,3.4,2016
Dante Scott,MVSU,30,31.6,14.9,5.4,12.9,0.42,1.5,4,0.37,2.6,3.4,0.775,1.7,3.9,5.6,1.9,0.5,0.3,2.5,2.5,2018
Dantrell Thomas,NSU,29,28.9,15.9,5.2,9.9,0.524,0.5,1.3,0.378,5.1,6.7,0.763,1.7,3.8,5.4,2.7,1.5,0.4,1.9,3.2,2014
Danuel House,TAMU,36,30.9,15.6,5.1,12.9,0.395,2.1,6.8,0.309,3.3,4.6,0.715,1.1,3.7,4.8,2.1,0.5,0.3,1.8,1.4,2016
Daquan Bracey,LTU,31,31.1,15.5,5.6,13.2,0.426,1.5,4.9,0.311,2.7,4.4,0.63,0.9,2.3,3.2,4,1.3,0.1,2.2,2,2019
Darell Combs,IUPUI,32,32.2,16.8,5.8,13.8,0.424,2,5.8,0.342,3.1,4.2,0.746,0.5,1.9,2.4,2.9,0.8,0.1,2.5,2.6,2017
Darian Adams,JSU,31,34.4,15.4,5.1,12.6,0.404,2.3,5.9,0.38,2.9,3.5,0.827,0.9,4.3,5.2,3.8,1.5,0.4,2.5,2,2022
Darian Anderson,FDU,29,33.5,17,5.7,13.7,0.417,2,5.3,0.368,3.6,4.4,0.82,0.7,3.1,3.8,3.2,2,0.2,2.1,2.6,2017
Darien Brothers,RICH,34,29.2,14.1,4.2,10.2,0.411,2.5,5.8,0.429,3.2,3.7,0.873,0.5,1.9,2.4,1.2,1,0.2,1.3,2,2013
Dario Saric,EFE,37,23.5,11.3,4,8.3,0.481,1.1,2.7,0.41,2.2,2.7,0.82,1.4,4.1,5.5,1.3,0.8,0.3,1.5,2.1,2016
Darion Rackley,JSU,29,32.4,15.1,4.1,11.7,0.355,1.4,4.9,0.28,5.4,7.3,0.749,1,2.9,3.9,2.1,1.4,0.2,2.7,2.1,2015
Darius Days,LSU,33,29.8,13.7,5,11.5,0.434,2.1,6,0.35,1.7,2.4,0.7,2.1,5.8,7.8,0.9,1.5,0.3,1.3,2.5,2022
Darius Garland,VU,5,27.8,16.2,5.8,10.8,0.537,2.2,4.6,0.478,2.4,3.2,0.75,0.4,3.4,3.8,2.6,0.8,0.4,3,1.4,2019
Darius Johnson-Odom,MU,34,32.9,18.3,6.2,13.8,0.447,2.3,5.9,0.385,3.7,4.9,0.764,0.6,2.9,3.5,2.7,0.9,0.1,2.4,2,2012
Darius Jones-Gibson,SU,33,32.7,14.9,4.8,9.9,0.48,0.5,1.4,0.348,4.9,7,0.709,0.5,2.4,2.8,3.5,1,0.2,3.1,2.5,2016
Darius Lee,HCU,27,32.4,18.2,6.7,12.5,0.537,0.6,2,0.291,4.2,5.5,0.77,2.2,6.1,8.3,3.2,2.4,0.4,2.3,1.9,2022
Darius McGhee,LIB,33,33.6,24.6,8.4,18.3,0.456,4.3,11,0.39,3.6,4.1,0.881,0.5,4,4.5,3.6,1.2,0.2,3,1.3,2022
Darius Perry,UCF,19,31.6,14.7,4.7,11.6,0.405,2.3,6.1,0.383,3,3.5,0.864,0.5,3.1,3.6,3.4,1.3,0.2,2.6,2.6,2021
Darius Quisenberry,FORD,26,35,16.2,5.3,14.2,0.372,2.2,7.1,0.314,3.4,4.3,0.802,0.5,3.3,3.8,2,1.5,0,1.8,1.7,2022
Darius Roy,UWM,30,33.9,15.6,5.2,13.4,0.387,2.1,5.9,0.352,3.2,4,0.815,0.6,3.5,4.1,3,1.4,0.2,2.4,2.5,2020
Darnell Edge,FDU,35,37,16.6,5.4,11.5,0.473,2.6,5.5,0.477,3.1,3.5,0.887,0.4,3.1,3.5,2.4,1.3,0,2,1.9,2019
"Darrell Brown, Jr.",BU,32,34.8,15.5,4.6,12.9,0.358,1.6,4.9,0.327,4.6,5.8,0.8,0.4,2.2,2.6,4.7,0.9,0,2.4,2.1,2020
Darrell Davis,DAY,31,35.1,15.4,4.8,11.1,0.435,2.3,6.1,0.381,3.4,3.9,0.875,0.5,3.6,4.1,2.7,0.7,0.1,2.7,2.2,2018
Darrell Lampley,EMU,32,31.6,13.3,4.2,11.7,0.361,1.4,4.8,0.303,3.4,4.1,0.846,0.5,1.6,2.1,3.3,1.2,0.1,2.9,2.2,2012
Darren White,CAM,32,32,16.8,6.2,11.8,0.52,1.4,3.7,0.378,3,4.6,0.66,1.8,3.7,5.5,2.1,0.9,1.1,2.6,2.5,2012
Darrion Allen,LONG,30,36.3,14.4,4.6,12.4,0.372,1.8,5.8,0.309,3.4,4.1,0.837,0.7,3,3.8,1.5,1,0.7,2.4,2.4,2017
Darrion Pellum,HU,33,38.5,18.3,5.9,16.4,0.362,2.2,7.4,0.296,4.2,5.6,0.755,0.6,3.6,4.2,1.7,1.2,0.3,3.2,2,2012
Darrion Trammell,SEA,31,33.4,17.3,5.2,13,0.4,1.8,5.2,0.344,5.2,6.3,0.821,0.5,3.3,3.8,5,2.5,0.1,2.9,2.2,2022
Darrius Morrow,ECU,31,31.7,13.5,5.2,9.5,0.542,0,0,0,3.2,4.7,0.673,1.6,4.4,5.9,1.5,0.9,1.1,2.3,3.1,2012
Darrun Hilliard,VILL,35,28.8,14.3,4.9,11,0.44,2.3,5.8,0.387,2.3,2.9,0.796,0.5,2.7,3.1,2.1,1.8,0.3,1.2,2.2,2015
Darryl Bryant,WVU,33,37.2,16.9,4.8,13.3,0.358,2.2,7,0.309,5.3,6.7,0.784,0.8,2.2,3.1,2.7,1.4,0.1,2.4,2.2,2012
Darryl Partin,BU,32,33.6,19.6,6.8,16.8,0.407,2.2,6.9,0.312,3.8,5.3,0.719,1.2,2.8,3.9,1.1,1.1,0.1,3.2,1.7,2012
Daryl Macon,U of A,35,30.9,16.8,5,11.1,0.447,2.4,5.8,0.421,4.4,5,0.875,0.4,2.5,2.9,3.9,1,0.1,1.8,1.8,2018
DaShaun Wiggins,PSU,29,28.4,15.7,4.6,11.1,0.413,2,4.7,0.437,4.4,6.1,0.733,0.6,3.2,3.8,1.6,1.5,0.1,2,2.7,2015
Davante Gardner,MU,32,26.6,14.9,5,9.4,0.528,0.1,0.5,0.125,4.9,6.3,0.781,2.2,3.5,5.7,1.3,0.3,0.5,1.1,2,2014
Davauhnte Turner,SPC,32,35.9,16.8,5.7,13.9,0.411,2.2,6.3,0.351,3.1,3.9,0.794,1,2.3,3.3,2.4,1,0.3,2.5,1.7,2019
Dave Dudzinski,HC,34,31.1,15.1,5.4,11.6,0.468,0.8,2.2,0.351,3.5,4.6,0.758,2.6,4.8,7.4,0.6,0.7,0.8,1.9,2.4,2014
David Azore,UTA,26,34.6,19.8,6.3,15.4,0.406,1.3,4.2,0.309,6,7.1,0.843,0.3,4.2,4.5,1.8,0.9,0.1,3,2,2022
David Brown,WMY,34,32.9,15.3,4.9,11.4,0.424,2.5,7,0.359,3.1,4.2,0.734,0.4,3,3.4,2.1,1.3,0.1,1.9,2.8,2015
David Caraher,HCU,29,31.3,16.2,5.6,12.3,0.455,1.9,5.3,0.364,3.1,4.2,0.736,2.4,4.8,7.2,1.9,0.8,0.1,2.4,2.9,2018
David Collins,USF,30,32.6,13.7,4.1,10.3,0.399,0.8,3,0.258,4.7,7.2,0.653,0.9,3.1,4,1.8,1.8,0.4,3.2,3.1,2020
David DeJulius,UC,33,28.6,14.5,5.2,12.7,0.409,1.5,5,0.297,2.7,3.3,0.824,0.4,2.4,2.8,2.6,0.7,0,1.6,1.1,2022
David DiLeo,CMU,32,31.4,14.5,4.7,10.6,0.445,2.6,6.6,0.4,2.4,2.8,0.875,1.4,3.7,5.1,0.9,1,0.1,1.2,1.8,2020
David Duke,PROV,26,37.1,16.8,5.5,14.3,0.387,2,5,0.389,3.8,4.8,0.792,1,5.3,6.3,4.8,1.2,0.3,3.2,3,2021
David Efianayi,GWU,35,33.4,18.1,5.7,11.8,0.485,2,4.8,0.42,4.7,6.3,0.742,0.5,3.1,3.7,2.9,1.1,0.7,2.4,2.1,2019
David Jean-Baptiste,UTC,33,33.2,14.3,5,12.1,0.411,2.7,7.3,0.368,1.7,2,0.862,0.5,2.1,2.5,2.2,1.2,0.1,1.5,1.4,2022
"David Jenkins, Jr.",UNLV,27,29,14.8,5.1,12.7,0.399,2.7,6.7,0.409,1.9,2.4,0.773,0.4,2,2.4,1.6,0.4,0.1,1.7,2.1,2021
David Jones,DEP,28,29.8,14.5,5.6,12.7,0.445,1.3,4.2,0.297,1.9,2.8,0.692,1.8,5.6,7.4,2.4,1.7,1,2.4,2.1,2022
David Laury,IC,34,35.3,19.8,7.2,15.1,0.475,0.8,2.1,0.38,4.7,6.9,0.682,2.5,7.2,9.7,2.8,0.8,1.3,3,2.7,2015
David Nichols,ALB,32,33.8,14.6,5.2,13.2,0.394,1.8,4.9,0.365,2.4,3.2,0.772,0.5,3.8,4.3,3.5,1.2,0.2,2.5,2.6,2018
David Roddy,CSU,31,32.9,19.2,7.2,12.5,0.571,1.5,3.4,0.438,3.4,4.9,0.691,1.8,5.7,7.5,2.9,1.2,1.1,2.3,2.3,2022
David Walker,NU,33,38.3,17.9,5.4,12.1,0.449,2.9,7.1,0.413,4.1,4.8,0.866,0.6,3.3,3.8,4,1.4,0.4,1.9,0.9,2016
Davion Berry,WSU,31,33.2,19.2,5.3,11.3,0.464,2,5.1,0.389,6.7,8.2,0.823,0.4,3.8,4.2,3.9,1,0.2,2.8,2.3,2014
Davion Buster,LU,23,33.9,15,5,13,0.387,3,8,0.38,1.8,1.9,0.955,0.4,1.8,2.2,1.5,1.2,0,1.7,1.5,2021
Davion Mitchell,BU,30,32.4,14,5.3,10.3,0.511,2.1,4.7,0.447,1.4,2.1,0.641,0.5,2.2,2.7,5.5,1.9,0.4,2.4,2.4,2021
Davion Warren,HU,25,35,21.2,7.5,16.4,0.455,1.9,6.4,0.302,4.3,5.7,0.755,1.3,5,6.3,3,2.1,0.6,3.7,2.7,2021
Daviyon Draper,FIU,31,35.1,15.9,6.3,13.9,0.453,1.1,2.7,0.393,2.2,3.2,0.704,1.4,5.6,7,2.2,1,0.7,2.7,2.5,2016
Davon Marshall,LIB,36,32.2,13.6,4.3,9.6,0.445,3,6.9,0.431,2.1,2.4,0.852,0.3,1.8,2.1,2.8,0.8,0.1,2,1.2,2013
Davon Reed,UM,33,35.3,14.9,4.9,11.3,0.433,2.4,6,0.397,2.7,3.3,0.833,0.8,3.9,4.8,2.4,1.3,0.5,2,1.6,2017
Davon Usher,UD,35,36.6,19.4,6.2,13.7,0.451,2.4,6.7,0.363,4.6,6.2,0.743,1.5,4.6,6.1,1.8,1.8,0.4,2,2.6,2014
DaVonte Lacy,WSU,31,32.4,16.9,5.1,12.5,0.406,2.2,6.6,0.33,4.5,5.9,0.77,0.7,1.9,2.6,2.1,0.6,0.1,1.8,2.2,2015
Daylen Kountz,UNC,37,34.3,21.2,7.8,15.2,0.512,1.6,3.8,0.421,4.1,5,0.823,0.4,3.7,4.1,2.6,0.8,0.4,2.4,2.3,2022
Dayvion McKnight,WKU,32,35.7,16.2,6.1,12.9,0.47,0.4,1.3,0.341,3.6,4.7,0.773,1.4,4.1,5.5,5.5,1.9,0,3.3,1.5,2022
De'Aaron Fox,UK,36,29.6,16.7,5.9,12.4,0.479,0.5,1.9,0.246,4.3,5.9,0.736,0.6,3.4,4,4.6,1.5,0.2,2.4,2.5,2017
Dean Wade,KSU,33,32.8,16.2,6,10.9,0.55,1.2,2.8,0.44,2.9,3.9,0.752,1.3,4.8,6.2,2.7,1.5,0.8,1.4,1.9,2018
Deandre Ayton,U of A,35,33.5,20.1,7.9,12.9,0.612,0.3,1,0.343,4,5.5,0.733,3.4,8.2,11.6,1.6,0.6,1.9,2,2.3,2018
DeAndre' Bembry,SJU,36,37.3,17.4,6.6,13.8,0.479,0.9,3.6,0.266,3.3,4.9,0.657,1.4,6.3,7.8,4.5,1.4,0.8,2,2.4,2016
Deandre Burnett,UM,33,29.9,16.5,4.2,11.8,0.355,2.2,5.9,0.376,5.8,6.6,0.881,0.5,1.7,2.1,3.2,1,0.2,2.8,1.8,2017
Deandre Gholston,UWM,31,32.7,14.3,5,13.8,0.361,1.8,5.6,0.32,2.6,3.3,0.784,0.6,3.7,4.4,2.1,0.8,0.2,2.1,2.2,2022
De'Andre Hunter,UVA,38,32.5,15.2,5.4,10.4,0.52,1.2,2.8,0.438,3.2,4.1,0.783,1.4,3.7,5.1,2,0.6,0.6,1.4,2,2019
DeAndre Kane,ISU,36,34.4,17.1,5.8,12,0.483,1.2,3,0.398,4.3,6.8,0.635,1.4,5.4,6.8,5.9,1.2,0.3,2.9,2.2,2014
Deckie Johnson,UNT,31,32.5,14.5,4.5,11.6,0.388,2.4,7.1,0.332,3.2,4,0.79,1.4,3.1,4.5,2.2,0.9,0.2,1.9,2.5,2016
Dedric Lawson,KU,36,32.6,19.4,6.9,14.1,0.49,1,2.5,0.393,4.6,5.7,0.815,3.1,7.2,10.3,1.7,1.3,1.1,2.3,2.6,2019
Dee Bost,MSU,33,36.3,15.8,4.8,12.3,0.392,2.3,6.6,0.346,3.8,5,0.765,0.5,2.8,3.3,5.5,2,0.2,3,2.2,2012
Deion Hammond,MU,20,30.2,16.8,5.4,14.4,0.372,2,5.6,0.357,4.1,5.5,0.745,0.8,3,3.8,1.8,1.2,0.6,2.1,2,2021
Deion Holmes,USCU,29,28.3,14.9,5.3,12.4,0.426,1.9,5.2,0.355,2.4,3,0.826,1.1,3.2,4.3,1.2,0.6,0.2,2.2,2.1,2019
Deishuan Booker,LBSU,33,32.1,18.8,5,11,0.455,1.3,3.5,0.362,7.6,8.3,0.912,0.5,3,3.5,4.4,1.3,0.1,3.9,2.4,2019
Dejounte Murray,UW,34,33.5,16.1,5.9,14.3,0.416,1,3.5,0.288,3.2,4.9,0.663,1.4,4.6,6,4.4,1.8,0.3,3.2,2.6,2016
DeJuan Clayton,CSU,16,36.7,14.9,3.8,10.8,0.353,1.4,4.9,0.282,5.9,7.5,0.783,0.3,3.5,3.8,5.2,1.6,0,2.8,2.2,2021
DeJuan Wright,FIU,22,36.1,16.7,5.6,11.5,0.488,0.9,2.3,0.392,4.6,6.2,0.745,2.5,5.3,7.9,1.9,1.4,0.4,3,3.1,2012
Delano Spencer,TSU,30,32.8,15.5,5.1,11.6,0.437,2.8,6.7,0.423,2.5,3,0.833,0.6,2.5,3.1,1.3,1.1,0.1,1.8,1.9,2018
Delon Wright,U of U,35,33.3,14.5,4.7,9.3,0.509,0.7,2.1,0.356,4.4,5.2,0.836,1,4,4.9,5.1,2.1,1,1.9,1.4,2015
DeMarkus Lampley,SHSU,28,29.7,14.6,5,11,0.453,2.8,6.9,0.399,1.9,2.3,0.844,0.6,3.2,3.8,1.1,1,0.2,1.1,1.5,2021
Demarquelle Tabb,AAMU,31,32.3,14,5.3,11.3,0.469,0,0.1,0,3.4,5.8,0.583,3.1,6.7,9.9,1.3,1.3,1.6,2.1,3.2,2013
Demetrius Conger,STBN,29,36.4,14.3,4.4,9.6,0.462,1.3,3.7,0.358,4.1,4.8,0.87,2.2,4.9,7.1,3.2,0.9,0.6,2.4,2.4,2013
Demetrius Denzel-Dyson,SU,32,30.8,15.2,5,11.2,0.45,2.5,5.9,0.421,2.7,3.5,0.766,1.1,3.9,5,1.1,0.9,0.3,2.1,2.1,2018
Demetrius Jackson,ND,35,35.9,15.8,5.5,12.2,0.451,1.5,4.7,0.331,3.2,4,0.813,0.9,2.6,3.5,4.7,1.2,0.3,2.2,1.9,2016
Demetrius McReynolds,EIU,29,29.6,14.7,5.2,11.7,0.445,2,5.4,0.363,2.3,2.9,0.819,1.7,3.2,4.9,2.2,0.6,0.1,1.1,1.5,2017
De'Mon Brooks,DAV,27,26.8,19,6.4,10.9,0.586,0.5,1.1,0.452,5.7,7.7,0.744,2.2,4.9,7.1,1.4,0.7,0.8,2.2,3.5,2014
Demontrae Jefferson,TSU,27,37.6,23.3,7.7,18.3,0.42,3.1,8,0.394,4.8,5.9,0.823,0.7,2.4,3.1,4.6,1.3,0,3.1,2.5,2018
Deng Adel,U of L,34,33.1,15,5.2,11.7,0.448,1.5,4.2,0.35,3,3.9,0.786,0.6,4.5,5.2,2.8,0.6,0.3,2.3,1.4,2018
Dennis Mavin,FIU,33,35.6,17.2,6,13.7,0.438,0.9,3,0.313,4.3,6.7,0.643,0.8,4.5,5.3,3.1,1.2,0,3.6,1.4,2015
Dennis Smith Jr.,NCST,32,34.8,18.1,6,13.1,0.455,1.7,4.8,0.359,4.5,6.3,0.715,0.8,3.8,4.6,6.2,1.9,0.4,3.4,2.1,2017
Denzel Ingram,UNCW,35,33.5,14.6,4.9,12.4,0.398,3.1,8.5,0.368,1.6,2.2,0.705,0.5,1.6,2.2,5.4,1.3,0.1,1.7,1.9,2017
Denzel Livingston,UIW,29,36.9,21.5,6.6,14.4,0.455,1.6,4.6,0.343,6.8,8.5,0.805,1.5,4.4,5.9,2.9,2.6,1.3,2.8,3,2015
Denzel Mahoney,SEMO,31,31.3,19.3,5.7,12.3,0.463,2.1,5,0.413,5.9,7,0.835,1.5,3.6,5.1,1.3,0.9,0.2,1.6,2.9,2018
Denzel Valentine,MSU,31,33,19.2,6.6,14.3,0.462,3.4,7.5,0.444,2.6,3.1,0.853,0.8,6.7,7.5,7.8,1,0.2,2.7,1.7,2016
Deon Jones,MU,32,30.4,15.1,4.7,10.5,0.446,0.8,2.5,0.333,4.9,6.3,0.772,2.2,4.8,6.9,1.3,1.2,0.7,2.8,2.4,2014
Deondre Burns,ORU,31,32.3,15.3,5.8,12.6,0.462,0.8,2.8,0.291,2.8,3.5,0.804,0.8,3.2,4.1,4.1,0.9,0.1,2.1,1.9,2020
Deondre Parks,SDSU,33,32.4,14.9,5,11.8,0.423,1.5,4.5,0.34,3.4,4.2,0.813,0.8,3.8,4.6,1.5,0.8,0.2,1.7,2.2,2016
Deontae Hawkins,ISU,35,27.3,14,5.3,11.3,0.47,2,4.5,0.443,1.4,1.8,0.778,1.7,4.8,6.5,1.1,0.7,0.7,1.4,2.7,2017
Deonte Alexander,LIP,29,30.6,13.7,5.2,11.2,0.462,2.3,5.8,0.399,1,1.4,0.714,0.6,2.7,3.2,1.6,1.3,0.3,1.8,2.6,2013
Deonte Burton,ISU,35,29.5,15.1,5.8,12.7,0.456,1.2,3.2,0.375,2.3,3.3,0.675,1.1,5.1,6.2,1.8,1.7,1.4,2.3,3,2017
DeQuan Hicks,NSU,31,24.7,15.1,5.4,11.4,0.472,0.1,0.5,0.143,4.4,6.4,0.682,2.6,4.7,7.3,2.6,1.4,0.6,3.3,2.5,2014
Dequan Morris,UAPB,23,30,14.7,5.1,10.1,0.506,0.3,0.8,0.316,4.1,6,0.693,1.5,2.7,4.2,1.3,1.7,0.6,2,2.9,2022
Derek Culver,WVU,29,26.3,14.3,5.1,10.8,0.478,0,0,0,4,6.4,0.624,2.8,6.6,9.4,1.1,0.8,0.8,2.2,2.6,2021
Derek Hawthorne,UTM,29,34,14.2,5.1,11.7,0.435,1.4,4.3,0.333,2.6,3.2,0.798,1.5,4.7,6.1,2.3,1.1,0.2,1.9,2,2020
Derek Needham,FU,35,33.1,14.6,5,12.6,0.398,2.2,6.8,0.326,2.4,3.1,0.769,0.6,2.8,3.4,3.1,1.4,0.1,2.7,2.8,2013
Derek St. Hilaire,UNO,31,33.4,20.1,6.8,16.3,0.418,1.9,6,0.324,4.6,5.5,0.826,0.3,3.6,3.9,2.6,1.8,0.2,3,2.3,2022
Deremy Geiger,U of I,33,31.7,12.9,4,8.6,0.463,2.6,6,0.439,2.3,3,0.77,0.2,2,2.2,2.3,0.8,0,1.3,1.5,2012
Dereon Seabron,NCST,32,35.8,17.3,6.3,12.7,0.491,0.3,1.3,0.256,4.5,6.3,0.713,2.7,5.5,8.2,3.2,1.4,0.1,2.4,1.6,2022
Dererk Pardon,NU,32,33.1,14,5.4,9.5,0.571,0.2,0.9,0.214,3,4.3,0.683,3,4.8,7.8,1.8,0.8,0.9,1.4,2.7,2019
Derick Beltran,SUBR,33,34.8,16,5.2,13,0.4,2.4,7.1,0.342,3.2,4.1,0.793,0.4,4,4.4,1.5,1.3,0.5,1.7,1.5,2013
Derick Newton,STET,32,31.6,17.8,5.8,12.5,0.461,1.9,5.2,0.37,4.3,5.3,0.813,1.3,4.4,5.7,1.3,0.6,0.3,1.8,1.6,2017
Derrell Armstrong,UNCG,30,27.2,14.7,5.3,11.5,0.457,1.4,3.7,0.373,2.8,3.9,0.72,1.4,3.5,4.9,2.1,1.3,0.1,2.5,2.5,2013
"Derrick Alston, Jr.",BSU,28,32.6,17,5.6,12.6,0.444,2.4,6.4,0.382,3.4,4,0.856,0.6,3.1,3.7,2.2,0.8,0.3,2.4,1.7,2021
