Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year
Ryan Anderson,BC,32,31.6,14.9,5.7,11.9,0.476,0.1,0.4,0.214,3.4,5.5,0.621,2.7,5.3,8,1.6,0.7,0.5,1.9,1.7,2013
Dwight Powell,SU,34,30.3,14.9,5.3,11.3,0.467,0.4,1,0.455,3.9,4.9,0.796,2.1,6.3,8.4,2.1,0.8,1.1,2.4,3.1,2013
Raheem Appleby,LTU,34,26.3,14.9,5.8,14.2,0.405,1.5,5.1,0.301,1.8,2.6,0.713,0.8,1.9,2.7,1.2,1.1,0.2,1.7,0.9,2013
JaKarr Sampson,STJ,33,31.5,14.9,6.1,13.6,0.449,0,0.2,0,2.6,4.1,0.64,2.2,4.4,6.6,1.1,1.1,1.1,2,2.8,2013
Ben Averkamp,L-IL,25,32,14.8,5,10.8,0.468,0.5,1.6,0.293,4.3,5.2,0.829,1.6,4.9,6.5,1.7,0.7,1.2,2.2,2.3,2013
Mathias Ward,UM,24,31.5,14.8,5.4,10.5,0.51,0.9,2.3,0.4,3.2,3.9,0.817,1.3,2.6,3.9,0.8,0.5,0.2,1.8,3,2013
Mike DiNunno,EKU,34,35.3,14.8,4.8,11.4,0.422,2.7,6.9,0.389,2.6,3,0.853,0.3,1.8,2.1,4.3,1.9,0,2.7,2.4,2013
Kadeem Batts,PROV,34,31.7,14.8,5.5,11.6,0.478,0,0.1,0,3.8,5.4,0.692,3,4.3,7.2,1,0.6,0.7,2.1,3.6,2013
Michael Snaer,FSU,33,32.7,14.8,4.7,11.1,0.425,1.9,5,0.384,3.5,4.3,0.817,0.7,3.8,4.5,2.5,1,0.5,2.8,2.5,2013
Mike Black,ALB,35,32.3,14.8,4.6,11.5,0.399,1.6,4.2,0.378,4.1,5.3,0.763,0.8,2.4,3.2,2.4,1,0.1,2.9,1.9,2013
Patrick Miller,TSU,33,35.9,14.8,4.6,10.8,0.427,1.3,3.7,0.344,4.2,5.5,0.778,1.1,3.2,4.3,5.8,1.7,0.3,3.4,2.8,2013
Keith Clanton,UCF,31,35.4,14.8,5.4,10.1,0.535,0.4,1.8,0.196,3.6,5.7,0.638,2.9,5.6,8.5,2.5,1.1,2,3.1,2.7,2013
Devonta White,GSU,31,36.1,14.8,5,11.6,0.429,1.3,4.1,0.313,3.5,4.7,0.74,0.6,2.1,2.8,3.9,1.7,0,3,1.7,2013
Vander Blue,MU,34,33.1,14.8,5.4,11.9,0.454,1.2,3.9,0.303,2.8,3.7,0.756,0.6,2.6,3.2,1.8,1,0,2.3,1.8,2013
Robert Crawford,UCA,29,28.6,14.8,4.7,10.9,0.432,2.9,6.9,0.427,2.4,3.2,0.772,1.1,3.1,4.1,1.4,1,0.6,1.7,1.8,2013
Art Bernardi,HCU,31,29.7,14.7,5.7,12.4,0.464,0.5,1.2,0.368,2.8,4.3,0.659,2.2,4.8,7,1.3,1.2,0.9,2.6,2.7,2013
Frantz Massenat,DREX,31,34.2,14.7,4.5,12.5,0.365,1.5,4.7,0.324,4.1,5.1,0.81,0.4,2,2.4,4.2,0.8,0.4,2.3,2.6,2013
Derrell Armstrong,UNCG,30,27.2,14.7,5.3,11.5,0.457,1.4,3.7,0.373,2.8,3.9,0.72,1.4,3.5,4.9,2.1,1.3,0.1,2.5,2.5,2013
Carl Jones,SJU,30,34.2,14.7,4.8,11.7,0.407,2.1,5.7,0.366,3.1,4.6,0.674,0.3,2.3,2.7,2.6,0.9,0.2,2,1.2,2013
Paris Gulley,UWM,26,37,14.7,4.9,13,0.377,2,5.8,0.342,2.9,3.7,0.8,0.8,2.7,3.5,1.5,0.8,0,1.9,1.8,2013
Randal Holt,KSU,35,32.2,14.7,4.7,12.4,0.379,2.5,6.6,0.385,2.8,3.3,0.851,0.6,2.6,3.2,2.4,1.3,0.1,2.2,1.5,2013
Mark Nwakamma,UHA,31,28.5,14.7,5.7,12.1,0.475,0.5,1.7,0.327,2.6,4.3,0.617,1.5,4,5.5,1.8,1.4,0.7,3.3,3.3,2013
Jalen Cannon,SFC,30,30.3,14.7,5.7,10.2,0.556,0.2,0.8,0.25,3.1,4.6,0.681,3.4,5.4,8.8,0.7,1,0.4,1.4,2.2,2013
Kinu Rochford,FDU,27,29,14.7,6.1,10.3,0.592,0,0,0,2.5,3.7,0.673,3.4,5.5,8.9,2,0.7,1.3,2.7,3.7,2013
Stephen Maxwell,CSUN,31,27.9,14.6,5.6,10,0.556,0,0,0,3.5,4.8,0.725,3.8,4.5,8.3,0.5,1,0.3,1.7,2.4,2013
Brandon Fortenberry,SELU,31,35.5,14.6,4.8,11.9,0.401,1.6,4.7,0.34,3.5,4.7,0.735,0.8,3.7,4.5,2.8,0.9,0.3,1.9,1.9,2013
Juvonte Reddic,VCU,36,27.9,14.6,5.8,10.3,0.569,0,0.2,0.167,2.9,4.2,0.707,3.4,4.7,8.1,0.6,1.4,0.9,1.6,2.3,2013
Nick Minnerath,UDM,33,29.6,14.6,5.4,11.6,0.462,1.5,4.3,0.359,2.4,3,0.788,1.8,4.2,5.9,1,0.8,0.4,1.3,3,2013
Desi Washington,SPC,30,34.5,14.6,4.9,13.1,0.372,2.7,7.3,0.37,2.2,2.5,0.88,0.5,2.9,3.4,1,1.4,0.1,1.6,2.1,2013
Tymell Murphy,FIU,32,29.7,14.6,6.1,10.7,0.573,0.4,1.2,0.316,2,3,0.674,2.3,4.5,6.8,1.9,1.7,1.1,2.5,2.8,2013
Andre Hollins,U of M,34,30,14.6,4.5,10.7,0.416,2.4,5.7,0.418,3.3,4.1,0.806,0.6,3.1,3.7,3.4,1.1,0.3,2.3,2.4,2013
Carrick Felix,ASU,35,35.3,14.6,5.4,10.8,0.5,1.5,4,0.374,2.3,3.5,0.664,2.1,6.1,8.1,1.6,1.4,1.1,2,3,2013
Anthony Campbell,APSU,30,31,14.6,5,10.8,0.46,2.1,5.7,0.374,2.5,2.9,0.864,1.2,3.7,4.9,1.9,0.8,0,2.4,1.3,2013
Derek Needham,FU,35,33.1,14.6,5,12.6,0.398,2.2,6.8,0.326,2.4,3.1,0.769,0.6,2.8,3.4,3.1,1.4,0.1,2.7,2.8,2013
Javonte Green,RU,32,27.6,14.6,5.6,11,0.504,0.2,0.8,0.192,3.3,5.6,0.592,2.9,5.1,8.1,1.3,2.1,0.7,2.1,2.8,2013
Elias Harris,GU,34,27.8,14.6,5,9.9,0.501,0.2,1.4,0.17,4.4,5.7,0.768,2,5.4,7.4,1.6,1.2,0.6,1.8,2,2013
P.J. Hairston,UNC,34,23.6,14.6,4.7,10.9,0.431,2.6,6.6,0.396,2.6,3.3,0.779,1.9,2.4,4.3,1.4,1.3,0.4,1.1,1.9,2013
Rod Rucker,UAB,33,33.1,14.5,6.2,12.9,0.48,0,0.2,0,2.2,3.8,0.576,3.1,5.1,8.2,2.3,1.1,0.7,2.6,2.8,2013
Frankie Sullivan,AU,32,31.2,14.5,4.6,12.6,0.367,1.8,6.3,0.277,3.5,4.5,0.79,0.5,3.4,3.9,2.8,1,0.3,3.1,2.6,2013
Tim Hardaway Jr.,UM,38,34.8,14.5,5.3,12.1,0.437,1.9,5.1,0.374,2,2.9,0.694,0.2,4.4,4.7,2.4,0.7,0.4,1.9,1.9,2013
C.J. Fair,SU,40,34.9,14.5,5.4,11.6,0.47,0.8,1.6,0.469,2.9,3.9,0.755,2.1,4.8,6.9,0.8,1.1,1.1,1.6,1.6,2013
Murphy Holloway,UM,36,31.4,14.5,5.9,10.7,0.556,0,0.2,0.125,2.6,4.8,0.544,3.5,6.2,9.7,1.3,1.6,0.7,2.1,2.4,2013
Shane Larkin,UM,36,36.4,14.5,5.1,10.6,0.479,1.9,4.7,0.406,2.4,3.1,0.777,0.5,3.4,3.8,4.6,2,0.1,2.3,1.6,2013
Allan Chaney,HP,30,26.3,14.5,5.3,10.4,0.513,0.3,1.2,0.25,3.5,4.4,0.803,2.4,5.6,8,1.4,0.5,1.2,1.8,2.7,2013
Seth Hinrichs,LC,34,28.6,14.5,4.7,10.1,0.461,2.3,5,0.456,2.9,3.7,0.77,1.4,3.5,4.9,1.8,0.6,0.1,1.8,1.4,2013
Nathan Healy,ASU,31,35,14.5,5.4,11.2,0.484,1.7,4.4,0.385,2,2.5,0.803,1.8,5.9,7.7,1.4,1.9,1.5,1.6,2.6,2013
Christian Williams,JSU,29,28.4,14.5,4.6,11.9,0.386,2.3,6.5,0.36,3,3.6,0.835,1,2,3,1.6,1.7,0.1,1.6,2.3,2013
Marshawn Powell,U of A,32,25.6,14.5,5.5,11.2,0.487,0.8,2.4,0.346,2.7,4.2,0.642,1.9,3.5,5.4,1.3,1.2,1.2,1.8,3,2013
Josh Greene,CSUN,30,32.3,14.5,4.2,10.9,0.383,2.1,5.5,0.384,4,4.7,0.858,0.6,2.2,2.8,3.7,1.7,0.1,2.1,2.1,2013
Stanton Kidd,NCCU,31,32.2,14.5,5.6,10.1,0.553,0.6,1.6,0.373,2.7,3.8,0.697,2.4,4.5,6.9,1,1,0.6,2.1,2.7,2013
Jordan Aaron,UWM,32,35.7,14.4,4.7,12.6,0.371,2.1,6.1,0.345,3,3.4,0.864,0.5,3.1,3.6,4,1.3,0,3.8,2.7,2013
Dewayne Russell,NAU,32,33.3,14.4,4.7,11.7,0.398,1.3,3.8,0.339,3.8,5.3,0.732,0.5,2,2.4,3.2,1.5,0.1,3.1,2,2013
Tim Rusthoven,W&M,30,28.5,14.4,5.6,10,0.56,0.1,0.6,0.222,3.1,4.8,0.641,2.4,4.6,7,2,0.5,0.9,1.8,3.5,2013
Shawn Glover,ORU,33,32.7,14.4,6,12.1,0.499,0.2,1.1,0.222,2.1,2.9,0.711,1.7,3.3,5.1,1.9,1.2,1.3,2.1,1.8,2013
Jason Calliste,UDM,33,35.2,14.4,4,10.4,0.389,2.2,6.1,0.365,4.1,4.9,0.834,0.6,2.5,3.1,3.3,1.3,0.2,2.2,1.9,2013
James McAdoo,UNC,36,30,14.4,5.8,13.1,0.445,0,0.1,0,2.8,4.8,0.578,2.5,4.8,7.3,1.1,1.5,0.4,2.7,2.3,2013
Louis Montes,SHU,29,30.8,14.4,5.1,10.6,0.479,0.3,1.5,0.233,3.9,5.7,0.689,2.3,3.9,6.2,1.1,1.1,0.5,2.2,3.3,2013
John Caleb Sanders,LIB,36,30.3,14.4,4.6,10.7,0.429,1.3,3.5,0.357,3.9,5.1,0.776,1.1,2.8,3.9,3.6,0.9,0.1,2.6,2.6,2013
Ryan Woods,NJIT,28,35.3,14.4,4.5,11.5,0.388,3,7.2,0.418,2.4,2.9,0.829,0.9,3.9,4.8,1.6,1.1,0.6,1.4,1.7,2013
Corey Wilford,SEMO,31,28.7,14.4,5,11.1,0.455,2.6,6.2,0.425,1.6,2.3,0.718,0.9,2.7,3.6,2.2,0.8,0.3,1.8,2.1,2013
Bernard Thompson,FGC,37,29.9,14.3,5.1,11,0.468,1.5,3.8,0.38,2.6,3.9,0.66,1.3,3.1,4.4,1.7,2.8,0.1,2.2,2.5,2013
Pendarvis Williams,NSU,31,33.1,14.3,4.6,10.2,0.453,2.1,5.2,0.406,3,3.6,0.814,1,3.5,4.5,1.7,1.1,0.6,1.2,1.7,2013
Demetrius Conger,STBN,29,36.4,14.3,4.4,9.6,0.462,1.3,3.7,0.358,4.1,4.8,0.87,2.2,4.9,7.1,3.2,0.9,0.6,2.4,2.4,2013
Trey Freeman,CAM,33,37.2,14.3,5.2,11.7,0.442,0.7,1.4,0.5,3.2,3.9,0.828,0.4,2.8,3.2,5.8,1.4,0.1,2.7,2.2,2013
Jay Canty,ASU,31,31.7,14.3,5.2,11.9,0.44,0.5,1.9,0.25,3.3,4.8,0.691,2.2,4,6.2,3,1,0.5,2.5,1.8,2013
Tyreek Duren,LU,34,34.6,14.2,4.7,10.4,0.455,1.4,3.6,0.385,3.4,4.4,0.777,0.6,2.3,2.9,3.3,1.6,0.4,2,1.9,2013
D.J. Irving,BU,30,34.7,14.2,4.5,11.4,0.392,1.9,5.3,0.365,3.4,4.3,0.783,0.8,2.6,3.3,3.6,1.4,0,2.7,1.9,2013
Kareem Jamar,UM,32,35,14.2,4.9,9.9,0.494,1.2,3.3,0.355,3.2,4.5,0.71,1.1,4.8,5.9,4,0.9,0.7,2.9,2.5,2013
Colton Iverson,CSU,35,29.5,14.2,5.2,8.8,0.596,0,0,0,3.7,6.3,0.59,3.3,6.4,9.8,1.3,0.6,0.7,2,2.6,2013
Stephen Lumpkins,AU,30,33.3,14.2,4.8,10.3,0.469,0,0.1,0,4.5,6.5,0.701,2.6,6.8,9.4,1.5,0.6,1,2.4,2.3,2013
Manny Atkins,GSU,31,35.8,14.2,4.8,11.3,0.423,1.7,4.2,0.412,2.9,3.6,0.796,1.9,4.8,6.7,2.2,1.5,0.3,2.2,2.3,2013
Jarred Shaw,USU,31,29.2,14.2,5.8,10.7,0.539,0,0.2,0.2,2.6,3.6,0.723,2.2,6.2,8.4,0.8,0.3,1,2.1,2.9,2013
Lovell Cook,UNO,26,27.6,14.2,5.8,10.7,0.54,0.2,0.3,0.571,2.5,3.3,0.747,0.7,2.4,3.2,0.3,1,0.3,1.5,2,2013
Tim Williams,SU,32,35,14.2,5.6,10.2,0.544,0,0,0,3.1,4.5,0.681,1.8,5.3,7.1,0.8,1.5,1.1,1.5,2.1,2013
Stephen Madison,U of I,30,30.9,14.2,4.9,10.3,0.476,0.9,3.3,0.28,3.4,4.7,0.73,1.3,3.4,4.7,2.2,0.6,0.4,2.5,2.6,2013
Branden Frazier,FORD,31,35.1,14.2,4.2,12.2,0.345,1.4,5.1,0.277,4.4,5.3,0.828,1,2.7,3.7,5,0.9,0,3,2.1,2013
Travis Wallace,UNF,32,23.8,14.2,5.7,9.9,0.577,0,0,1,2.7,4.1,0.662,1.8,3.4,5.2,0.7,0.5,0.9,1.5,1.8,2013
Justin Black,MSU,32,33.2,14.2,5.2,11.8,0.439,1.2,3.5,0.33,2.7,4.4,0.61,2.4,1.8,4.2,2.9,1.2,0,2.9,2.5,2013
Jordan Williams,UNT,32,31.7,14.2,4.8,11.5,0.416,1.4,4.2,0.341,3.2,4.3,0.732,1.6,2.2,3.7,0.7,0.7,0.6,2.2,2.3,2013
Kelsey Howard,JSU,28,29.9,14.1,5,11.4,0.436,2,5.1,0.385,2.3,3.4,0.663,1.4,2.6,4,0.6,0.8,0.2,1.5,2.3,2013
Laurence Bowers,MU,29,27.1,14.1,6,10.9,0.546,0.7,1.9,0.389,1.5,2.2,0.683,2.2,4,6.1,1.1,0.6,1.2,1.3,2.6,2013
Archie Goodwin,UK,33,31.8,14.1,4.8,10.8,0.44,0.5,1.9,0.266,4.1,6.4,0.637,1.5,3.2,4.6,2.7,1.1,0.5,3.1,2.9,2013
D.J. Cooper,OU,34,31.6,14.1,4.4,10.4,0.424,2.2,6.1,0.364,3.1,4.4,0.703,0.4,2.8,3.2,7.1,2,0.2,3.5,1.6,2013
Darien Brothers,RICH,34,29.2,14.1,4.2,10.2,0.411,2.5,5.8,0.429,3.2,3.7,0.873,0.5,1.9,2.4,1.2,1,0.2,1.3,2,2013
Matt Sullivan,BU,28,36.6,14.1,4.5,11,0.412,1.9,5.5,0.342,3.1,4.4,0.715,0.8,3.5,4.3,2.2,1.7,0.1,1.8,2.7,2013
Terry Rose,GSU,28,34.9,14.1,4.9,12.1,0.401,3.1,7.8,0.396,1.3,1.7,0.771,0.6,2.8,3.4,1,0.5,0,2.4,1.6,2013
Tashan Newsome,GWU,30,28.3,14.1,5,11.5,0.432,0.6,2.5,0.25,3.5,4.9,0.726,1.1,4,5.1,2.6,0.6,0.1,1.9,2,2013
Raijon Kelly,SU,32,37,14.1,5,12.1,0.415,1.9,4.7,0.404,2.1,2.7,0.782,0.4,1.9,2.3,4.7,0.8,0.1,3.2,2.4,2013
Malik Smith,FIU,32,33.1,14.1,4.2,11.6,0.364,3,8.3,0.362,2.7,3.5,0.766,0.4,2.3,2.7,1.3,1,0,2.1,2.2,2013
Alec Brown,UWGB,34,30.6,14.1,5,11.1,0.449,0.9,2.1,0.429,3.2,4.3,0.747,2,4,6,1.2,0.6,1.7,2.6,2.9,2013
Ryan Sypkens,UCD,29,30.9,14.1,4.9,10.7,0.453,3.7,7.9,0.461,0.7,0.9,0.741,0.6,2.7,3.3,1.6,0.4,0.2,1.5,2.1,2013
Ben Simons,DU,32,34.6,14.1,4.8,11,0.436,2.4,6.1,0.4,2.1,2.3,0.88,0.1,3.5,3.6,1.8,0.9,0.3,1.8,2.1,2013
Jalen Jones,SMU,32,32.4,14,5.2,10.2,0.506,0.3,0.7,0.348,3.5,4.8,0.73,3.3,4.4,7.7,1,1.2,0.7,2.2,3.5,2013
Jordan Swing,UAB,33,30.5,14,4.9,10.5,0.467,1.8,5.2,0.359,2.4,3,0.788,1.2,4.6,5.8,2.7,1.3,0.4,1.8,2.5,2013
Dwayne Evans,SLU,35,29.6,14,4.9,8.9,0.547,0.1,0.5,0.263,4.2,5.4,0.768,2.4,5.3,7.7,1.1,1.3,0.7,1.8,2.6,2013
DeQuan Hicks,NSU,29,20.2,14,5.6,9.5,0.583,0,0,0,2.9,4.1,0.7,2.4,3.4,5.9,1.7,1.6,0.6,2.3,2.5,2013
Sean McGonagill,BU,28,37.5,14,5,12.5,0.396,2.2,6.2,0.351,1.9,2.8,0.679,0.9,3.6,4.5,3.9,1.3,0.1,3,2.3,2013
Scott Bamforth,WSU,37,31.1,14,4.4,9.1,0.484,2.8,6.1,0.456,2.4,2.8,0.863,0.2,3.6,3.8,2.4,1,0.1,1.3,1.7,2013
Kerron Johnson,BEL,33,30,14,4.2,9.1,0.458,0.5,1.7,0.286,5.2,6.7,0.777,0.3,2.8,3.2,4.8,1.7,0,3.2,2.6,2013
Le'Bryan Nash,OSU,33,31.9,14,4.8,10.5,0.462,0.4,1.5,0.24,3.9,5.3,0.741,0.8,3.2,4.1,1.8,0.6,0.2,2.6,2.7,2013
Nick Russell,SMU,32,36.2,14,5.6,13.6,0.408,0.8,2.6,0.317,2,2.8,0.73,0.4,3.2,3.6,4.3,1.5,0.3,3.8,1.9,2013
Demarquelle Tabb,AAMU,31,32.3,14,5.3,11.3,0.469,0,0.1,0,3.4,5.8,0.583,3.1,6.7,9.9,1.3,1.3,1.6,2.1,3.2,2013
Jamie Adams,FAMU,30,30.6,14,4.5,13.2,0.343,1.9,6.6,0.284,3,4,0.765,0.3,1.9,2.2,3.1,1.9,0,3.5,2.4,2013
Cleanthony Early,WSU,39,25.1,13.9,4.7,10.4,0.455,1.2,3.8,0.318,3.3,4.2,0.791,2.3,3.2,5.4,0.6,0.7,0.9,1.6,2.6,2013
Travis Smith,MER,36,30,13.9,4.4,9.6,0.452,2.1,4.8,0.433,3.2,3.5,0.898,0.4,2.3,2.8,1.9,0.8,0.1,2,2.2,2013
Reggie Bullock,UNC,35,31.4,13.9,4.9,10.2,0.483,2.5,5.8,0.436,1.6,2.1,0.767,2,4.4,6.5,2.9,1.3,0.3,1.2,1.4,2013
Brandon Britt,W&M,30,30.6,13.9,4.7,9.6,0.488,1.4,3.6,0.376,3.1,4.6,0.681,0.4,2.1,2.5,2,1.1,0.1,2,1.8,2013
Rashad Whack,MSMU,32,29.9,13.9,4.5,11.4,0.398,2.6,7.2,0.359,2.2,2.8,0.78,1,2.7,3.7,1.6,2.1,0.2,1.7,2.2,2013
Gabe Knutson,LU,30,28.1,13.9,5,9.9,0.51,0.4,1.4,0.317,3.4,4.9,0.692,1.5,2.9,4.3,1.1,0.4,0.4,1.3,2.6,2013
Vander Joaquim,UH,32,26.3,13.8,5.3,10.9,0.481,0.4,1,0.406,2.9,3.8,0.764,2.2,5.9,8.1,0.9,0.4,1,2.3,2.6,2013
Dantrell Thomas,NSU,23,30.4,13.8,5,12.3,0.408,0.4,2.6,0.167,3.3,4,0.826,1.7,3.2,4.9,2.7,1.1,0.8,2.6,3,2013
Daniel Mullings,NMSU,35,34.3,13.8,4.8,10.1,0.47,0.6,1.5,0.37,3.7,4.9,0.759,1.8,3.4,5.2,2.6,2.3,0.5,3,1.8,2013
Bryant Mbamalu,LA,29,32.8,13.8,4.8,10.3,0.466,1.7,5,0.34,2.5,3.2,0.785,1.1,2.6,3.7,1.4,0.7,0,1.7,2.6,2013
Langston Galloway,SJU,32,35.7,13.8,4.7,11.3,0.414,2.5,6.3,0.394,1.9,2.5,0.772,0.7,2.9,3.6,2.3,1.4,0.3,1.5,2.3,2013
Harold Washington,CAN,34,32,13.8,4.5,10.1,0.441,1.7,4.2,0.41,3.1,4,0.766,0.6,1.9,2.6,2.3,0.9,0.1,2.9,2,2013
Dewayne Jackson,MSU,32,32.1,13.8,5,11.2,0.446,1.2,4.4,0.279,2.5,3.8,0.659,1.5,4.1,5.6,2.5,1.7,0.9,2.4,2.8,2013
Mitchell Patton,IUPUI,27,26.3,13.7,5.7,9.7,0.582,0,0,0,2.4,3.6,0.67,1.9,3.2,5,1,0.3,1.1,1.9,2.7,2013
De'Mon Brooks,DAV,34,27,13.7,5,10,0.5,0.3,1.2,0.22,3.5,4.6,0.747,2.2,4,6.2,0.8,0.9,0.6,1.9,2.9,2013
Jeff Withey,KU,37,30.9,13.7,5,8.6,0.582,0,0,1,3.7,5.2,0.714,2.1,6.4,8.5,0.9,0.8,3.9,2,2.1,2013
Anthony Downing,MSU,33,34.3,13.7,4.5,11.4,0.4,1.1,4.1,0.257,3.6,4.5,0.797,1,3.4,4.4,2.7,1.1,0.1,1.7,2.1,2013
Dylan Talley,UNL,33,35.5,13.7,4.9,13.1,0.372,1.5,4.5,0.342,2.4,3.3,0.741,0.8,3.9,4.8,2.5,0.9,0.2,2.2,2.2,2013
Devin Price,MAR,25,35.2,13.7,4.1,11.6,0.355,2,6.3,0.312,3.5,4.2,0.846,0.5,2,2.4,2,1,0.1,2.2,1.7,2013
Michael Kessens,LONG,33,32.7,13.7,5.3,9.8,0.537,0.1,0.5,0.222,3,4.3,0.699,2.6,6.2,8.8,1.4,1.2,1.3,2.9,3.2,2013
Deonte Alexander,LIP,29,30.6,13.7,5.2,11.2,0.462,2.3,5.8,0.399,1,1.4,0.714,0.6,2.7,3.2,1.6,1.3,0.3,1.8,2.6,2013
Chasson Randle,SU,34,31,13.6,4.6,11.5,0.399,1.8,5,0.359,2.7,3.4,0.784,0.7,2.3,2.9,2.6,1.1,0.1,2.3,2.9,2013
Ferg Myrick,UNH,28,30.6,13.6,4.5,12.8,0.349,1.5,4.8,0.319,3.2,4.9,0.654,1.5,4.7,6.2,1.2,0.9,0.7,2.3,2.7,2013
Victor Oladipo,IU,36,28.4,13.6,5.1,8.4,0.599,0.8,1.9,0.441,2.7,3.6,0.746,2.6,3.7,6.3,2.1,2.2,0.8,2.3,2.5,2013
Myles Mack,RU,31,30.3,13.6,4.6,9.6,0.48,2,4.3,0.462,2.4,2.7,0.882,0.3,2.3,2.6,2.7,1.8,0.1,1.8,1.6,2013
Joe Jackson,UM,36,32.6,13.6,4.7,9,0.519,1.1,2.4,0.447,3.2,4.4,0.73,0.5,2.9,3.3,4.8,1.7,0.2,2.8,2,2013
Davon Marshall,LIB,36,32.2,13.6,4.3,9.6,0.445,3,6.9,0.431,2.1,2.4,0.852,0.3,1.8,2.1,2.8,0.8,0.1,2,1.2,2013
Brandon Triche,SU,40,33.7,13.6,4.6,11.1,0.416,1.2,4.3,0.288,3.1,4.2,0.744,1.4,2,3.4,3.6,1.3,0.1,2.7,2.2,2013
Lorne Jackson,PU,30,30.1,13.6,4.5,10.9,0.414,1.3,4.4,0.293,3.3,4.2,0.786,0.5,3.1,3.7,2.8,1.5,0.2,3.2,2.8,2013
R.J. Price,RU,30,30.8,13.6,4.5,12.2,0.366,2.7,7.6,0.361,1.9,2.7,0.707,0.4,2.1,2.5,2.5,1.1,0.1,2.3,1.9,2013
Josh Freelove,ASU,32,29.1,13.6,5.3,11.5,0.461,1.8,5.1,0.352,1.2,1.5,0.792,0.7,2.2,2.8,1,0.5,0.3,1.7,1.3,2013
Ike Azotam,QU,31,27.6,13.6,5.3,10.5,0.5,0,0,0,3.1,4.4,0.693,3.5,4.4,7.9,0.8,0.5,0.6,1.5,3,2013
Jake Odum,ISU,33,32.4,13.6,3.8,8.1,0.476,0.6,1.5,0.373,5.3,6.9,0.771,0.7,3.7,4.5,4.6,1.5,0.3,2.7,2.2,2013
William Nelson,TAMU-CC,28,29.5,13.6,4.7,12.5,0.375,1.3,4.6,0.277,2.9,4.3,0.678,2.4,5.1,7.5,1,0.6,0.1,2.9,2.9,2013
Johnny O'Bryant,LSU,29,29.2,13.6,5.3,11,0.48,0.1,0.4,0.25,2.9,4.9,0.596,3.1,5.7,8.7,1.7,0.5,0.7,3.2,3.1,2013
Derrick Barden,UNC,31,32,13.5,5.3,9.7,0.543,0.5,1.2,0.472,2.5,3.7,0.67,2.8,6,8.8,0.9,1.2,0.5,1.5,1.5,2013
Tate Unruh,UNC,31,32,13.5,4.7,10.5,0.443,3,6.9,0.428,1.2,1.4,0.905,0.7,3.6,4.3,1.6,1.3,0.1,1.5,1.9,2013
Chase Tapley,SDSU,33,30.8,13.5,4.9,11.5,0.429,2.1,5.6,0.376,1.6,2,0.803,0.3,2.9,3.2,2.7,1.4,0.5,1.3,1.7,2013
Eric Ferguson,GSU,33,29.6,13.5,4.8,10.2,0.478,0.6,1.9,0.328,3.2,4.8,0.671,1.7,4.5,6.2,1,1.5,0.8,2.4,3,2013
Chris Patton,UCR,30,28,13.5,5.6,10.3,0.542,0,0.1,0,2.3,3.6,0.642,2,3.3,5.4,1.5,0.6,0.5,2.8,2.9,2013
Derrick Colter,DUQ,30,32.2,13.5,4.5,12.1,0.376,1.7,5.3,0.314,2.8,4.2,0.667,0.6,2.1,2.8,5.2,0.8,0.2,3.6,2,2013
Sheldon Mac,UT,34,27.3,13.5,4,10.5,0.382,1,3.6,0.273,4.6,5.5,0.833,1.1,2.8,3.9,0.9,0.8,0.1,1.7,0.8,2013
Travis McKie,WF,31,32.2,13.5,4.5,9.9,0.45,1,3.2,0.32,3.6,4.7,0.76,1.8,5.2,7,1.2,1.4,1,1.8,2.2,2013
Andrew Lawrence,C of C,33,32.6,13.5,4,9.9,0.399,1.8,5.1,0.349,3.8,4.9,0.767,0.3,2.7,3,3.7,1.3,0.3,2.6,1.8,2013
Miles Jackson-Cartwright,PENN,30,33.8,13.5,3.9,10.1,0.382,1.2,3.8,0.31,4.6,5.5,0.841,0.5,2.9,3.4,3.8,1,0.1,3.5,2.3,2013
Terone Johnson,PU,33,32.1,13.5,5.2,12.9,0.402,1.1,3.2,0.346,2,3.2,0.623,1.3,3.4,4.7,2.9,0.5,0.2,2,2.1,2013
Melquan Bolding,FDU,31,33.8,13.5,4.5,11.3,0.398,1.2,4.2,0.292,3.3,4.7,0.699,0.9,3.5,4.4,1.7,1.1,0.3,2.3,1.7,2013
Stacy Wilson,MSU,31,30.2,13.5,4.8,11.6,0.413,1.9,5.8,0.33,2,2.7,0.726,0.9,2.9,3.7,2.5,1.1,0.4,2.8,2.9,2013
Kedren Johnson,VU,33,31.7,13.5,4.4,10.8,0.408,1.7,4.8,0.35,3,4.2,0.723,0.5,3.1,3.5,3.6,1,0.5,2.8,1.9,2013
Mike Liabo,UTM,30,27.1,13.4,4.4,11.8,0.371,2.5,6.5,0.379,2.2,2.9,0.77,0.7,2.5,3.2,2.2,0.6,0.1,1.9,1.4,2013
Ali Fraser,UM,30,33.3,13.4,5.7,11.7,0.489,0.4,1.3,0.325,1.6,2.5,0.618,2.6,5.5,8.1,1.6,0.8,1.5,2.2,3.3,2013
