Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year
Manny Camper,SC,30,36,13.7,4.5,9.4,0.48,0.5,1.5,0.333,4.2,6.4,0.654,2.8,7.5,10.4,2.4,0.9,0.3,2.4,2.7,2020
David Collins,USF,30,32.6,13.7,4.1,10.3,0.399,0.8,3,0.258,4.7,7.2,0.653,0.9,3.1,4,1.8,1.8,0.4,3.2,3.1,2020
Quan Jackson,GSU,33,33.1,13.6,4.6,11.9,0.39,1.5,5.2,0.294,2.8,4.3,0.657,0.5,4,4.5,1.5,2.6,0.4,1.7,2,2020
Devon Goodman,PENN,27,36.4,13.6,5.3,11.6,0.452,1.4,4.9,0.282,1.7,3,0.588,0.4,3,3.4,3.1,1.6,0.3,2.3,2.3,2020
Killian Tillie,GU,24,24.6,13.6,5.1,9.6,0.535,1.5,3.8,0.4,1.9,2.6,0.726,1.2,3.8,5,1.9,1,0.8,1,2.5,2020
Allen Betrand,TU,32,28.8,13.6,4.9,11.1,0.441,1.4,3.7,0.387,2.4,2.8,0.886,0.8,1.9,2.7,1.4,0.5,0.2,2.4,2.3,2020
Tray Boyd III,ETSU,34,25.9,13.6,4.7,11.3,0.42,2.4,6.3,0.377,1.8,2,0.896,0.5,1.9,2.4,2.2,1.5,0.2,1.6,1.4,2020
Alex Morales,WC,28,30.6,13.6,5,11.3,0.44,0.9,2.5,0.366,2.8,3.9,0.706,1.7,4.1,5.8,3.1,1.1,0.3,3.4,3,2020
Trendon Watford,LSU,31,31.5,13.6,5.1,10.4,0.489,0.6,2.2,0.269,2.9,4.3,0.674,2.1,5.1,7.2,1.7,0.9,0.7,2.6,2.2,2020
Martins Igbanu,TU,31,26.7,13.6,4.6,8.2,0.561,0.1,0.3,0.333,4.3,6.3,0.691,1.5,3.5,5,0.8,0.5,0.3,2.1,2.2,2020
Marcus Domask,SIU,32,34.8,13.6,4.7,10,0.469,1.7,4.3,0.397,2.5,3,0.825,1,4.2,5.2,2.5,0.9,0.4,2,1.5,2020
Josh Williams,RMU,34,32.1,13.6,4.6,10.6,0.432,3.1,7.5,0.417,1.3,1.9,0.683,0.9,3.5,4.4,2.6,1.1,0.1,1.5,2.1,2020
Myles Smith,TAMU-CC,31,31.4,13.5,4.3,10,0.429,1.9,4.6,0.415,3.1,3.5,0.864,0.8,3.7,4.5,3.1,1.2,0,3,3,2020
Trayce Jackson-Davis,IU,32,29.4,13.5,5,8.8,0.566,0,0,0,3.6,5.3,0.685,3,5.4,8.4,1.2,0.7,1.8,1.3,2,2020
Max Abmas,ORU,28,37,24.6,8,16.8,0.478,3.6,8.3,0.433,4.9,5.5,0.89,0.4,2.8,3.2,3.9,1.5,0.2,2.3,2.2,2021
Luka Garza,UI,31,31.6,24.1,9.1,16.4,0.553,1.4,3.2,0.44,4.5,6.4,0.709,3,5.7,8.7,1.7,0.7,1.6,1.5,2.3,2021
Antoine Davis,UDM,22,38.5,24,8.1,19.1,0.424,3.8,10.1,0.372,4,4.4,0.917,0.2,2.7,2.9,4.8,1.5,0,3.3,1.6,2021
Cam Thomas,LSU,29,33.9,23,7,17.2,0.406,2.3,7.2,0.325,6.7,7.6,0.882,0.6,2.8,3.4,1.4,0.9,0.2,1.7,1.4,2021
Loren Cristian Jackson,AKR,23,35.2,22.3,7.1,17.6,0.405,2.5,7.6,0.331,5.5,6.2,0.881,0.7,2.4,3.1,6.1,1,0,3,1.8,2021
T.J. Starks,CSUN,20,33.6,21.7,7.8,17.2,0.455,1.9,5.2,0.369,4.2,5.4,0.785,0.6,2.5,3,3,1.4,0.1,3,1.9,2021
Marcus Burk,IUPUI,18,34.1,21.7,7.7,15.9,0.481,2.5,6.1,0.409,3.8,4.8,0.802,0.4,3.3,3.7,2.2,1.8,0.4,3.2,2.7,2021
Terry Taylor,APSU,27,37,21.6,8.4,16.2,0.521,0.9,3.2,0.279,3.9,4.9,0.794,5.1,6,11.1,1.6,1.2,0.9,2.7,1.7,2021
Stanley Umude,USD,25,32.3,21.5,7.7,16.4,0.469,1.6,4.4,0.355,4.6,5.8,0.799,0.5,6.5,7,3,0.4,0.4,2.5,2.1,2021
Justin Jaworski,LC,15,36.1,21.5,7,15.1,0.463,2.6,6.5,0.398,4.9,5.3,0.913,0.4,3.3,3.7,2.3,1.5,0,2.3,1.6,2021
Santi Aldama,L-MD,17,35,21.2,7.9,15.5,0.513,1.9,5.1,0.368,3.5,5.1,0.686,1.8,8.3,10.1,2.3,1,1.7,3.2,1.9,2021
Davion Warren,HU,25,35,21.2,7.5,16.4,0.455,1.9,6.4,0.302,4.3,5.7,0.755,1.3,5,6.3,3,2.1,0.6,3.7,2.7,2021
Tristan Jarrett,JSU,18,31.8,21.1,6.7,15.9,0.42,2.4,6.7,0.358,5.3,6.3,0.842,1.2,4.2,5.3,1.4,1.4,0.4,3,2.3,2021
Michael Flowers,USA,28,37.2,21,6.7,15.3,0.438,3.1,8.1,0.388,4.5,5.5,0.818,0.4,4.3,4.6,3.6,1.6,0.1,3,2.1,2021
"Scotty Pippen, Jr.",VU,22,31.8,20.8,6.2,14.5,0.428,2,5.5,0.358,6.5,7.6,0.85,1,1.8,2.8,4.9,1.8,0.2,3.8,2.5,2021
John-Michael Wright,HP,22,33.5,20.7,6.9,16.4,0.418,2.2,6.4,0.343,4.8,6.2,0.779,1.3,3.9,5.2,3.2,1.6,0.3,2.2,2.2,2021
Jamir Harris,AU,10,39,20.5,6.7,14.2,0.472,3.9,8.9,0.438,3.2,4.2,0.762,0.5,2.3,2.8,3.5,1,0,3.3,2.1,2021
Darrion Trammell,SEA,23,35.7,20.5,6.4,15.6,0.412,2,5.7,0.348,5.6,6.5,0.866,0.6,3.2,3.8,5.3,2,0.3,3.4,2.5,2021
Obadiah Noel,UML,19,32.5,20.3,6.3,13,0.486,1.5,4.7,0.326,6.1,8.1,0.753,1.1,3.4,4.5,3.1,1.1,0.2,3.3,2.8,2021
Cade Cunningham,OSU,27,35.4,20.1,6.5,14.8,0.438,2.3,5.7,0.4,4.9,5.8,0.846,0.7,5.5,6.2,3.5,1.6,0.8,4,2.5,2021
Ayo Dosunmu,U of I,28,35.2,20.1,7.5,15.4,0.488,1.1,3,0.386,4,5.1,0.783,1.1,5.2,6.3,5.3,1.1,0.2,3.3,2.1,2021
"Phlandrous Fleming, Jr.",CSU,18,34.2,20.1,6.6,16.6,0.395,2.6,8.2,0.32,4.4,5.4,0.806,0.9,6.5,7.4,2.3,1.8,0.9,2.7,2.7,2021
Jhivvan Jackson,UTSA,25,33.1,19.9,7.3,15.6,0.468,2.6,7,0.369,2.8,3.5,0.784,0.6,3.7,4.2,3.4,1,0.3,2.8,2.9,2021
Isiaih Mosley,MSU,24,33.7,19.8,7,13.9,0.505,1.4,3.7,0.386,4.4,5.2,0.847,0.6,5.7,6.3,3.1,1,0.1,3.4,2.3,2021
Julian Champagnie,STJ,25,32.8,19.8,6.6,15.3,0.433,2.4,6.3,0.38,4.1,4.6,0.887,1.6,5.7,7.4,1.3,1.4,1,1.9,1.8,2021
Matt Lewis,JMU,18,32.8,19.7,6.1,12.9,0.47,2.4,6.2,0.384,5.2,6.9,0.75,0.6,4.1,4.7,3.7,1.4,0.3,1.8,1.7,2021
Taevion Kinsey,MU,22,37.7,19.5,7.5,14.1,0.532,0.9,2.1,0.413,3.7,4.5,0.818,2,4.1,6.2,3,0.8,0.3,1.9,1.1,2021
"Richard Washington, Jr.",SJSU,16,32.1,19.5,6.7,16.7,0.401,2.6,7.5,0.342,3.6,4.5,0.792,1.4,3.8,5.2,2.2,0.4,0.2,1.9,1.6,2021
Bones Hyland,VCU,24,31.9,19.5,6.3,14.2,0.447,2.9,7.8,0.371,3.9,4.5,0.862,0.2,4.5,4.7,2.1,1.9,0.2,3.1,2.2,2021
Marcus Carr,U of M,29,35.8,19.4,6,15.6,0.385,2.1,6.5,0.317,5.3,6.7,0.799,0.8,3.2,4,4.9,1.3,0.1,2.3,2.3,2021
Jalen Ray,HOF,23,37.2,19.3,6.7,15.8,0.42,2.8,7.5,0.37,3.3,3.9,0.843,0.6,2.8,3.3,3.3,1.7,0.3,2.1,2.3,2021
Devante' Jones,CCU,26,32.7,19.3,6.4,13.2,0.487,1.9,5.2,0.368,4.6,5.3,0.862,1.5,5.6,7.2,2.9,2.8,0.2,2.3,2.5,2021
Zach Nutall,SHSU,28,29.3,19.3,6.9,15.6,0.439,2.5,6.7,0.372,3.1,4.5,0.696,0.9,4.8,5.7,1.8,1,0.3,3.1,2,2021
Danny Pippen,KSU,20,31.9,19.3,6.6,16.3,0.403,2.5,8,0.308,3.8,4.7,0.806,2.7,6,8.7,2.8,0.8,1.3,3.7,2.4,2021
Justin Turner,BGSU,25,34.7,19.3,6.6,16,0.411,1.3,4.3,0.296,4.9,5.6,0.878,0.7,3.6,4.3,4.3,1.5,0.2,1.9,1.8,2021
Isaiah Miller,UNCG,29,30.7,19.2,8.2,17.7,0.463,0.3,1.7,0.208,2.5,4,0.624,1.5,5.3,6.8,4,2.6,0.3,3,2.3,2021
Cam Shelton,NAU,22,35.6,19.2,6.5,15.6,0.42,1.1,3.3,0.347,5,6.9,0.717,1.1,4.8,5.9,4.2,1.5,0,3.3,2.1,2021
Jase Townsend,UD,20,32.7,19.2,6.4,14.7,0.437,2,5.8,0.339,4.4,5,0.889,0.6,3.6,4.2,2.2,1.1,0,2.5,2.5,2021
Remy Martin,ASU,23,33.5,19.1,6.1,14.2,0.433,2,5.9,0.346,4.8,6.2,0.776,0.5,2.3,2.8,3.7,1.2,0,2.4,1.6,2021
James Bishop IV,GW,17,36.2,19.1,6.5,15.3,0.427,1.5,4.4,0.338,4.6,6.2,0.736,0.4,2.5,2.9,5.1,0.8,0.2,3.6,1.5,2021
Trayce Jackson-Davis,IU,27,34.3,19.1,6.8,13.1,0.517,0,0,0,5.6,8.5,0.655,3.2,5.8,9,1.4,0.7,1.4,2.2,2.1,2021
Troymain Crosby,ASU,15,29.4,19.1,6.3,13.7,0.459,0.5,1.8,0.296,6,7.3,0.826,1.4,4,5.4,0.7,1,0,2.5,3.3,2021
Tyler Thomas,SHU,17,36.5,19.1,6.4,16.1,0.394,2.8,8.4,0.331,3.6,4.4,0.813,1.6,3.6,5.2,2.9,0.8,0.5,2.8,1.2,2021
Drew Timme,GU,32,28.1,19,7.4,11.3,0.655,0.2,0.7,0.286,4,5.8,0.696,2.3,4.8,7,2.3,0.7,0.7,1.8,2.3,2021
Kendric Davis,SMU,17,34.6,19,6.7,13.9,0.481,1.5,3.9,0.373,4.1,4.9,0.833,0.5,3.7,4.2,7.6,1.6,0.1,2.4,1.6,2021
A.J. Plitzuweit,USD,22,34.2,19,6,13.3,0.455,2.4,5.5,0.433,4.5,5,0.892,0.6,3.5,4.2,3.9,1,0.1,2.3,2.9,2021
Keaston Willis,UIW,20,33.8,19,6.3,14.7,0.425,2.1,5.6,0.366,4.4,5.8,0.759,0.5,4,4.5,2.1,1.2,0.1,2.6,2,2021
Hayden Brown,CIT,24,31.5,18.8,6.6,13,0.508,1.1,3.8,0.286,4.5,6.3,0.704,2.3,8.2,10.5,2.8,1.1,0.4,2.5,2.8,2021
Tyson Walker,NU,19,34.9,18.8,6.5,14.6,0.444,2.1,5.9,0.354,3.7,4.8,0.772,0.5,2.4,2.9,4.8,2.4,0.1,3.3,2,2021
Tre Mitchell,UMass,13,32.2,18.8,6.4,12.3,0.519,1.2,3.1,0.375,4.8,6.3,0.768,1.4,5.8,7.2,2.2,1.2,1.5,2.2,2.7,2021
Souley Boum,UTEP,24,35,18.8,5.4,14.3,0.38,2.5,6.5,0.387,5.4,6.7,0.813,0.3,3.4,3.7,2.5,1.4,0.2,2.2,2.3,2021
Kevin Obanor,ORU,28,31.9,18.7,6.4,12.6,0.503,2,4.3,0.463,4,4.6,0.875,2.2,7.5,9.6,1.1,0.5,0.7,2.2,2.8,2021
Corey Kispert,GU,32,31.8,18.6,6.5,12.3,0.529,2.8,6.5,0.44,2.7,3.1,0.878,0.9,4,5,1.8,0.9,0.4,1.3,1.7,2021
Grant Sherfield,UNR,26,34.7,18.6,5.9,13.6,0.433,1.8,4.9,0.367,5,5.8,0.855,0.3,3.5,3.7,6.1,1.6,0,2.8,1.5,2021
Ryan Davis,UVM,13,27.2,18.5,7.3,12.5,0.586,1.3,3.2,0.415,2.6,3.2,0.81,1.8,4.5,6.3,1.1,0.5,0.6,1.5,2.5,2021
Oscar da Silva,SU,24,32.2,18.5,6.7,11.7,0.569,0.6,1.9,0.311,4.6,5.8,0.791,1.8,5,6.7,2.4,0.9,1,2.5,2.8,2021
Isaiah Ross,IC,18,34.4,18.4,6.4,14.1,0.455,2.6,6.7,0.383,3.1,3.8,0.812,0.8,3.1,3.9,1.4,1.4,0.1,2.9,1.7,2021
Greg Parham,VMI,25,33.9,18.4,6.7,13.8,0.484,2.6,5.9,0.435,2.5,3.1,0.795,0.7,3.2,3.9,4,1.1,0.1,2.2,1.8,2021
Ethan Esposito,CSUS,20,33.5,18.3,6.4,13.3,0.481,0.5,2.1,0.22,5.1,6.8,0.743,1.8,5.7,7.5,2,0.8,0.2,2.7,2.6,2021
Matthew Hurt,DUKE,24,32.8,18.3,6.8,12.3,0.556,2.3,5.3,0.444,2.3,3.2,0.724,1.5,4.7,6.1,1.4,0.7,0.7,1.2,3.2,2021
Austin Reaves,OU,25,34.6,18.3,5.6,12.6,0.443,1.3,4.2,0.305,5.9,6.8,0.865,0.8,4.6,5.5,4.6,0.9,0.3,3,1.7,2021
Jayden Gardner,ECU,19,35.1,18.3,6.5,13.5,0.479,0.2,0.3,0.5,5.2,7,0.737,2.1,6.3,8.3,1.4,0.6,0.2,2.4,2.2,2021
Ahmed Ali,UP,17,30.6,18.2,5.6,12.1,0.463,2.2,5.9,0.366,4.8,5.7,0.845,0.9,1.9,2.8,3.1,0.9,0,2.7,2.1,2021
Marreon Jackson,U of T,30,34.1,18.1,5.9,14.6,0.403,2.9,8.2,0.348,3.4,3.8,0.904,0.6,5.5,6.1,5.9,1.8,0.3,3,2,2021
Jahmir Young,CHAR,25,37.6,18,5.6,13.2,0.423,1.8,5.3,0.338,5,6,0.834,0.8,4.2,4.9,2.5,1,0.3,2.4,0.9,2021
Justin Champagnie,PITT,20,34.4,18,6.7,14.1,0.477,1.2,3.7,0.311,3.5,4.9,0.711,3.4,7.7,11.1,1.6,1.2,1.3,1.5,1.8,2021
Matt Bradley,Cal,22,30.3,18,5.9,13,0.455,1.8,5,0.364,4.4,5.3,0.821,1,3.6,4.6,1.7,0.4,0.2,2.8,2.7,2021
Eli Scott,LMU,22,35.5,18,6.4,12.9,0.495,0.4,1.5,0.242,4.9,6.9,0.704,2.5,5.7,8.2,3.6,0.6,0.5,3.8,2.5,2021
Jalen Moore,OU,30,37.8,17.9,5.3,13.8,0.383,1.7,4.9,0.349,5.7,7.3,0.776,0.3,3.9,4.1,8.4,1.7,0.1,3.8,1.7,2021
"Travon Broadway, Jr.",CMU,18,29.9,17.9,5.8,12.6,0.465,1.5,4.1,0.37,4.7,6.6,0.72,1.7,3.7,5.4,1.8,1.7,0.1,1.7,1.7,2021
Bryce Hamilton,UNLV,24,32.5,17.9,7.3,17,0.43,1.5,4.7,0.313,1.8,2.7,0.656,1.2,4.8,6,3,1.3,0.1,2.7,2.5,2021
Quentin Grimes,U of H,30,32.7,17.8,5.8,14.2,0.406,3.3,8.3,0.403,3,3.8,0.788,1.6,4.1,5.7,2,1.4,0.3,1.8,2.2,2021
Riley Grigsby,SEA,21,36.5,17.8,6.7,14.9,0.449,2.1,5.4,0.386,2.4,3.1,0.769,1.5,3.6,5.1,1.1,0.9,0.6,1.8,2.6,2021
Buddy Boeheim,SU,25,36.2,17.8,6.4,14.9,0.433,3.1,8,0.383,1.8,2.1,0.849,0.6,2.1,2.6,2.6,1.3,0,1.6,1.6,2021
Storm Murphy,WC,24,34.3,17.8,6,12.7,0.47,2.9,7.3,0.4,2.9,3.5,0.843,0.6,2.7,3.3,4.3,1,0,2.7,1.2,2021
Jaylen Sims,UNCW,12,33.9,17.8,5.3,12,0.438,1.8,4.6,0.382,5.5,7.1,0.776,0.8,4.6,5.3,1.8,0.8,0.1,2.6,2,2021
Isaac Bonton,WSU,21,35.1,17.7,6.1,15.6,0.391,1.9,5.7,0.328,3.7,5.6,0.658,0.3,3.6,4,4,2,0.2,3.5,2,2021
Isiah Brown,WSU,23,31.3,17.7,6,12.3,0.491,1.7,5,0.339,3.9,4.7,0.833,0.3,3.3,3.5,3,1.3,0.1,1.8,2.5,2021
Kofi Cockburn,U of I,31,27,17.7,6.9,10.5,0.654,0,0,0,3.9,7,0.553,3.4,6.1,9.5,0.2,0.3,1.3,1.7,2.5,2021
Elijah Ford,WC,18,33.3,17.7,7.1,12.1,0.587,0.1,0.4,0.25,3.3,4.4,0.75,2.8,4.9,7.7,1.6,2,0.7,2.3,2.8,2021
Charles Bassey,WKU,28,30.3,17.6,6.9,11.8,0.59,0.6,2.1,0.305,3.1,4.1,0.759,3.3,8.3,11.6,0.7,0.4,3.1,2.2,2.4,2021
Kaiden Rice,CIT,25,33.8,17.6,6,14.6,0.414,3.7,10.6,0.348,1.9,2.1,0.887,0.7,3.5,4.2,1.1,0.4,0,1.4,1.5,2021
Jalen Crutcher,DAY,24,38,17.6,6,13,0.463,2,5.4,0.372,3.6,4.8,0.763,0.3,3.2,3.5,4.8,0.8,0,3,2.1,2021
"Nate Williams, Jr.",UB,25,30.9,17.6,7.1,14.6,0.486,1.4,3.5,0.386,2,2.9,0.708,1.7,5,6.8,2.4,1.1,0.4,2.5,1.7,2021
Colbey Ross,PU,27,37.6,17.5,5.5,12.7,0.436,1.6,4.7,0.341,4.9,5.8,0.846,0.6,3.6,4.1,7.7,1.1,0.3,3.8,2.7,2021
Sandro Mamukelashvili,SHU,27,35.5,17.5,6.2,14.3,0.434,1.6,4.6,0.336,3.5,4.9,0.714,1.9,5.7,7.6,3.2,1.1,0.6,3.3,1.7,2021
Dontarius James,JAC,22,30,17.5,5.8,12.9,0.451,2.5,6.9,0.364,3.3,4.1,0.802,0.9,3.5,4.3,1.1,1,0.8,3.2,2.5,2021
Moses Wright,GT,25,35.4,17.4,7,13.2,0.53,0.5,1.2,0.414,2.9,4.4,0.658,3.2,4.9,8,2.3,1.5,1.6,1.6,2.6,2021
Taylor Funk,SJU,20,32.3,17.4,6,12.4,0.482,2.6,7.4,0.354,2.9,3.4,0.838,1.8,3.9,5.7,1.5,0.8,0.8,1.4,2.8,2021
Jamaree Bouyea,USF,25,33.7,17.3,6.9,13.8,0.5,1.6,4.3,0.37,1.8,2.4,0.754,0.8,2.9,3.7,3.7,1.5,0.2,2.4,2,2021
Tyrn Flowers,LIU,18,33.2,17.3,6.7,14.5,0.464,1.5,5.1,0.293,2.3,3.5,0.667,2.4,5.7,8.1,3.6,1.9,1.2,2.3,1.9,2021
Jamison Battle,GW,15,36.5,17.3,6.3,13.2,0.475,2.3,6.4,0.354,2.5,3.1,0.787,0.4,4.8,5.2,0.7,0.9,0.3,2.2,1.7,2021
Jr. Clay,TTU,24,34.3,17.3,6,13.8,0.434,2.4,7,0.347,2.8,3.9,0.723,0.5,2.3,2.9,3.7,1.8,0.2,2.8,1.6,2021
Ray Harrison,PC,20,34.6,17.3,5.8,14.9,0.391,2.1,5.9,0.35,3.6,4.5,0.8,1.4,4.2,5.6,2.5,1.4,0.4,2.7,1.8,2021
Timmy Allen,U of U,25,35.1,17.2,6.2,13.3,0.465,0.4,1.6,0.268,4.4,5.7,0.769,1.2,5.3,6.4,3.9,1.3,0.2,3.1,1.8,2021
Amari Davis,UWGB,25,35.5,17.2,6.4,15.1,0.422,0.9,3.3,0.28,3.6,4.5,0.804,0.6,3,3.7,1.9,1.4,0.3,1.5,2.4,2021
Kessler Edwards,PU,27,34,17.2,6.1,12.4,0.491,1.7,4.4,0.378,3.4,3.9,0.876,1.2,5.6,6.8,1.2,1,1.2,1.8,2.1,2021
Brandon McKissic,UMKC,18,34,17.2,6.7,13.1,0.508,1.7,3.9,0.429,2.2,3.3,0.667,0.6,3.1,3.7,3.3,1.5,0.1,3,2.8,2021
De'Torrion Ware,MSU,22,24.9,17.2,5.5,12.8,0.427,2.5,6.3,0.388,3.8,4.6,0.832,2,3.7,5.7,1.3,1.4,0.1,1.9,2,2021
Tyreke Key,ISU,23,33.9,17.2,5.8,12.3,0.472,1.3,4.3,0.316,4.3,5.1,0.838,1,4.4,5.3,2,1.1,0.3,1.8,1.5,2021
Tanner Groves,EWU,24,27.1,17.2,6.4,11.4,0.56,0.9,2.6,0.349,3.5,4.5,0.778,1.3,6.6,8,1.3,0.3,1.1,1.9,3.4,2021
Cedric Russell,LA,26,33.5,17.2,5.8,14,0.419,2.9,7.3,0.4,2.5,3.3,0.767,0.4,2.8,3.2,1.2,0.5,0,2.5,1.8,2021
Eugene Omoruyi,UO,28,30.5,17.1,6.2,13.1,0.473,1.5,3.9,0.376,3.3,4.3,0.765,2.3,3.2,5.4,2.3,1.5,0.6,2.3,3,2021
JaVonte Perkins,SLU,21,30.5,17.1,6.3,13.5,0.465,1.8,4.8,0.376,2.8,3.2,0.866,0.7,3.1,3.9,1.8,0.7,0.5,1.4,2.4,2021
Cam Davis,USNA,15,32.5,17.1,6,13.6,0.441,1.3,3.7,0.357,3.8,4.9,0.781,0.5,2.3,2.8,2.7,1.5,0.3,1.5,1.4,2021
Chris Duarte,UO,26,34,17.1,6.2,11.6,0.532,2.3,5.5,0.424,2.5,3,0.81,0.7,3.9,4.6,2.7,1.9,0.8,2.3,1.4,2021
Isaiah Wong,UM,27,35.4,17.1,5.7,13.3,0.431,1.9,5.3,0.347,3.8,4.7,0.803,0.8,4,4.8,2.4,1.1,0.5,1.8,1.6,2021
Mark Freeman,TSU,21,35.1,17.1,5.6,14,0.397,1.5,5.2,0.284,4.5,5.5,0.817,0.4,3.7,4.1,4.6,2,0,3.7,2.5,2021
Kellan Grady,DAV,22,34.2,17.1,6.2,13.1,0.471,2.6,6.9,0.382,2.1,3.1,0.676,0.4,4.2,4.6,2.4,0.8,0.2,1.6,1.1,2021
"Antonio Daye, Jr.",FIU,22,31.6,17.1,6,13.2,0.455,1.1,3.8,0.289,4,5.7,0.698,0.7,3.5,4.3,4.7,2.4,0.1,4.5,2.1,2021
Zach Cooks,NJIT,19,37.7,17.1,6.1,14.8,0.411,1.6,4.8,0.337,3.2,4.5,0.718,0.7,4.2,4.9,1.5,2.2,0.1,2.2,1.3,2021
"Derrick Alston, Jr.",BSU,28,32.6,17,5.6,12.6,0.444,2.4,6.4,0.382,3.4,4,0.856,0.6,3.1,3.7,2.2,0.8,0.3,2.4,1.7,2021
Mason Faulkner,WCU,22,34.2,16.9,5.5,12,0.455,1.5,4.2,0.355,4.5,5.9,0.762,1,4.5,5.5,4.8,1.2,0,3.5,2.9,2021
Nate Watson,PROV,26,32.3,16.9,6.9,11.5,0.602,0,0,0,3,4.8,0.627,2.6,4.1,6.7,0.7,0.3,1,1.3,2.4,2021
Tevian Jones,SUU,24,28.1,16.9,5.7,13.4,0.424,2.5,7.2,0.349,3,3.5,0.859,0.6,3.9,4.5,1.2,0.7,0,2.5,2.1,2021
Rylan Bergersen,UCA,23,34.5,16.9,5.5,12.7,0.436,1.7,4.9,0.339,4.2,6.1,0.686,0.7,3.3,4,4.8,1.3,0.4,2.8,2.2,2021
David Duke,PROV,26,37.1,16.8,5.5,14.3,0.387,2,5,0.389,3.8,4.8,0.792,1,5.3,6.3,4.8,1.2,0.3,3.2,3,2021
Moses Moody,U of A,32,33.7,16.8,5.2,12.1,0.427,1.8,5.1,0.358,4.7,5.8,0.812,2,3.8,5.8,1.6,1,0.7,1.6,2.3,2021
Filip Rebraca,UND,26,31.8,16.8,6.7,13.2,0.506,0.6,1.6,0.366,2.8,4.7,0.607,1.8,5.7,7.6,1.2,0.6,0.7,2.3,2.7,2021
Deion Hammond,MU,20,30.2,16.8,5.4,14.4,0.372,2,5.6,0.357,4.1,5.5,0.745,0.8,3,3.8,1.8,1.2,0.6,2.1,2,2021
Jahlil Jenkins,FDU,24,37.1,16.8,5.7,14.3,0.401,2,5.4,0.38,3.3,3.9,0.86,0.3,2.2,2.5,3.2,1.5,0,2.9,1.3,2021
Carlik Jones,U of L,19,37.6,16.8,5.9,14.8,0.402,0.9,2.9,0.321,3.9,4.8,0.815,0.7,4.2,4.9,4.5,1.4,0.1,2.1,1.8,2021
Deandre Gholston,UWM,22,33,16.8,5.8,13.1,0.439,2.1,5.6,0.374,3.1,3.9,0.802,0.5,4.6,5.2,1.4,1.1,0.3,2,1.6,2021
Keaton Wallace,UTSA,26,33.5,16.8,6,14.4,0.42,2.3,7.1,0.319,2.4,3.1,0.788,0.6,4.9,5.5,3.4,1,0.3,2.2,2.1,2021
Malachi Smith,UTC,25,35.9,16.8,6,13.1,0.46,1.4,3.8,0.383,3.2,4,0.802,1.6,7.2,8.8,3.3,1.5,0.2,3,1.8,2021
Shahada Wells,UTA,25,30.1,16.8,6.2,14.8,0.416,2.1,5.4,0.393,2.3,3,0.784,0.8,2.6,3.4,3.7,2.2,0.2,2.2,1.5,2021
Alex Morales,WC,20,35.5,16.8,6.2,14.1,0.44,1,3.2,0.317,3.4,4.7,0.713,2.7,4.6,7.2,4.3,1.8,0.5,3.2,2.9,2021
Jordan Burns,CU,16,29.4,16.8,5.5,13.7,0.402,1.9,4.4,0.429,3.9,4.3,0.899,0.7,3.6,4.3,5.3,1.6,0.1,2.9,2,2021
Doug Wilson,SDSU,19,28.7,16.7,6.3,12.4,0.506,0,0,0,4.2,6.9,0.611,2.8,2.6,5.4,2.3,1.2,0.6,2.7,2.9,2021
Jared Butler,BU,30,30.4,16.7,5.9,12.5,0.471,2.6,6.2,0.416,2.4,3,0.78,0.4,2.9,3.3,4.8,2,0.4,2.8,2.4,2021
Trevon Faulkner,NKU,25,33.7,16.7,5.6,13.8,0.41,1.2,4.4,0.275,4.2,5.3,0.795,2.3,3.4,5.7,2.5,1.5,0,2.6,2.4,2021
Gaige Prim,MSU,24,29.2,16.7,6.7,11.1,0.599,0,0.1,0,3.3,4.5,0.734,3.2,5.9,9.1,3,1.2,1.3,2.5,2.7,2021
Iverson Molinar,MSU,30,32.5,16.7,6.1,12.8,0.478,1.5,3.4,0.436,3,3.7,0.804,0.3,3.4,3.7,2.3,0.9,0.1,2.2,1.8,2021
Peter Kiss,BU,22,33,16.6,5.8,11.5,0.504,1.6,3.9,0.424,3.4,4,0.851,1.5,5,6.5,3.2,1.9,0.3,2.7,2.5,2021
Loudon Love,WRST,24,28,16.6,6.8,12,0.564,0,0,0,3.1,4.7,0.67,3.4,6.7,10.1,1.9,0.9,1.3,2.8,2,2021
A.J. Lawson,USC,21,31.4,16.6,5.6,14.1,0.394,2.8,8,0.351,2.7,3.8,0.7,1,3.1,4.1,1.2,1.5,0.1,1.5,1.8,2021
C.J. Keyser,NCCU,14,31,16.6,6.3,13.7,0.458,1.3,3.9,0.333,2.7,3.9,0.691,0.6,3,3.6,1.5,1,0.4,2.4,2.6,2021
Jalen Johnson,AAMU,15,29.9,16.5,6.9,12.3,0.562,0,0,0,2.7,4.2,0.635,3.3,4.2,7.5,0.8,1.1,0.6,2.3,2.9,2021
Zane Martin,TU,15,32.5,16.5,6.2,15.8,0.392,1.1,5.1,0.221,3,4.1,0.738,0.7,3.1,3.8,3.5,0.8,0.1,2.5,2.1,2021
Michael Weathers,TSU,24,31.2,16.5,5.8,12,0.478,0.8,2.6,0.306,4.2,5.3,0.795,0.7,4.5,5.2,3.5,2.1,1,3.3,3.1,2021
