Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,Year
Chris Braswell,CHAR,0.544,0.488,146.6,9.8,15.8,12.8,13.7,17.5,1.8,3.5,26.7,-5.4,1.3,105.6,98.1,7.5,242,19.9,2013
Glenn Cosey,EKU,0.586,0.548,164.4,1.4,11.1,6.1,18.2,9.4,2.8,0,21.7,2.3,1.3,121.5,99.8,21.7,305.5,19.9,2013
Nick Minnerath,UDM,0.562,0.529,160.9,6.9,17.9,12.1,6.5,9.3,1.6,1.6,23.8,-2.2,1.3,116,101.8,14.2,301.4,19.9,2013
Teeng Akol,WKU,0.552,0.524,149.3,11.8,15.9,13.8,8.7,16.2,0.4,8.7,23.2,-5.1,1.2,107.6,96.8,10.8,144.5,19.9,2013
Kyle Randall,CMU,0.574,0.502,167,2.5,10.3,6.2,19.5,15,1.4,0.1,29.2,-3.4,1.4,110.6,112.2,-1.6,280.6,19.9,2013
Dejan Kravic,TTU,0.532,0.515,112.7,11,18.3,14.5,13.8,17.7,1.9,6.9,23.9,-4.6,1.2,101.6,103.3,-1.7,226.3,19.9,2013
Chase Tapley,SDSU,0.546,0.521,160.8,1.1,10.6,5.9,19.4,9.5,2.7,1.9,22.8,1.7,1.2,115,93,22,303.5,19.9,2013
Kareem Jamar,UM,0.588,0.553,155.9,4.4,16.4,10.7,26.1,19.4,1.6,2,24,-0.7,1.4,110.6,100.2,10.4,358.6,19.9,2013
Isaiah Armwood,GW,0.549,0.509,134.7,9.3,22.9,16.1,11.2,19.3,1.8,7.4,21.1,-4.7,1.4,103.8,90.9,12.9,357,19.9,2013
Devyn Marble,UI,0.533,0.466,154.5,3.4,10.8,7.2,22.9,13.3,2.2,0.9,26.6,-0.5,1.3,110.6,95.8,14.7,338.4,19.8,2013
Trey Sumler,WCU,0.555,0.498,163.4,2.9,11.2,6.9,20.3,17.8,3,0.2,26.8,-3.2,1.3,107.7,104.2,3.5,330.3,19.8,2013
Jake Koch,UNI,0.549,0.474,146.3,6.4,21.7,14.3,15.7,18.4,2.6,4.9,22.8,-2.8,1.4,105.9,90.6,15.3,348.3,19.8,2013
Akeem Richmond,ECU,0.6,0.578,165.7,1.5,8.2,5,12.1,9.1,2,0.3,24.7,-0.6,1.3,116.6,104.2,12.4,213.6,19.8,2013
Saah Nimley,CSU,0.501,0.457,144.7,3.3,14.3,8.7,31.6,15,2.3,0.2,27.9,1.6,1.2,108.4,98.3,10.1,320.1,19.8,2013
Cady Lalanne,UMass,0.594,0.557,138.5,15.2,21.4,18.3,2,16.6,1,6.2,18.6,-5.3,1.5,114.3,98,16.2,279.1,19.8,2013
Sean Kilpatrick,UC,0.518,0.482,144.3,4.2,12.5,8.3,13.2,10.7,2.2,0.7,26.9,-2.2,1.2,110.9,92.3,18.6,324.9,19.8,2013
Pendarvis Williams,NSU,0.599,0.555,167.3,3.2,11.4,7.4,11.9,9.3,1.9,1.8,19.7,-0.3,1.4,124.3,96,28.2,315.9,19.8,2013
Russell Johnson,RMU,0.539,0.492,151.1,5.4,22.3,13.6,15.3,16.7,4.4,2.5,23.6,-2.7,1.3,105.4,90.5,14.9,279.3,19.7,2013
Trent Wiedeman,C of C,0.545,0.531,113.1,9.5,20.6,15.2,7.5,13.2,1.1,2.2,22.9,-3.7,1.3,108.5,94.3,14.1,169.8,19.7,2013
C.J. Wilcox,UW,0.534,0.497,160,3.9,10.5,7.2,12.4,10.6,1.9,3,25.7,-1.7,1.2,113.4,101.4,12,325.3,19.7,2013
Javier Carter,USA,0.582,0.567,169.1,11.4,18.9,15.2,5.5,18.4,2.2,10,15,-3.9,1.4,110.9,90.9,20.1,282.4,19.7,2013
B.J. Young,U of A,0.509,0.48,134.5,3.9,10.4,7,26.6,12.2,1.4,1,29.4,0.7,1.2,105.5,101.4,4.1,256.1,19.7,2013
Daniel Mullings,NMSU,0.554,0.499,160,6.4,11,8.8,16.8,19.4,4,1.4,23.2,-3.8,1.4,106.5,92.2,14.3,353.5,19.7,2013
Will Felder,MU,0.59,0.548,157.4,5.9,19,12.3,8.7,15,1.8,4.4,22.6,-4.1,1.4,109.2,102.9,6.3,260.9,19.7,2013
Julian Gamble,UM,0.564,0.576,105.8,12.4,15.7,14.1,2,11.8,1.1,9.6,17.5,-3.3,1.4,115.4,91.6,23.8,246.1,19.7,2013
Marcus Thornton,W&M,0.596,0.554,170.2,1.4,7.5,4.7,18.3,16.2,1.5,1.5,29.1,-3.5,1.4,109.3,108,1.3,281.9,19.7,2013
Stephen Hurt,LIP,0.572,0.537,138.8,11.8,23.9,17.7,9.6,19.3,0.9,2.6,24.3,-6.7,1.4,106,104,2,252.4,19.7,2013
Daniel Miller,GT,0.548,0.512,124.1,9.2,16.9,13,15.6,16.6,1.8,7.8,16.4,-0.3,1.3,111.4,89.9,21.5,340.3,19.7,2013
Sherwood Brown,FGC,0.566,0.549,150.3,5.5,16.3,11.1,7.6,11.7,2.4,0.9,23.3,-2.9,1.3,111.8,94.6,17.2,390.6,19.7,2013
"Larry Nance, Jr.",UW,0.596,0.554,162.8,7.8,20.3,14,9.9,14.7,2.6,2.7,19.1,-2.4,1.5,114.2,92.2,22,329,19.7,2013
Tony Mitchell,UNT,0.53,0.487,141.5,8.5,20.6,14.6,5.7,16.6,1.8,8.5,22.7,-5.7,1.3,102.6,94.1,8.4,362.4,19.7,2013
Georges Niang,ISU,0.599,0.577,160.7,6.2,14.2,10.3,14.6,13.1,1.5,0.9,22.6,-1.1,1.4,119.3,100.9,18.4,276.5,19.7,2013
Travis McKie,WF,0.557,0.502,153,6.6,19.3,12.9,8.7,13.2,2.4,3.1,22.1,-3,1.4,109.9,98.6,11.3,329.3,19.7,2013
Isaac Fotu,UH,0.637,0.623,128.6,11.6,16.1,14,8.1,16.8,0.4,3.2,18.5,-3.5,1.6,120.2,104.2,16,282.8,19.7,2013
Gabe Knutson,LU,0.569,0.532,151.9,6.6,11.2,9.1,8.3,9.6,0.9,1.4,25.6,-2.1,1.4,114.5,100.4,14.1,226.3,19.6,2013
Venky Jois,EWU,0.538,0.49,120.2,7.2,21.5,14.5,13.3,17.7,1.5,6.5,21.2,-3.3,1.3,104,101.6,2.4,351.1,19.6,2013
Clancy Rugg,UVM,0.579,0.511,145.4,9.2,15.5,12.4,5.3,13.6,1.4,1.8,22.1,-4.2,1.6,116.3,96.7,19.6,265.9,19.6,2013
Jordan Heath,CAN,0.59,0.6,141.1,10.4,15.6,13,5.5,10.7,2.1,7.1,16.3,-1.6,1.4,123,101.3,21.8,293.1,19.6,2013
Christian Williams,JSU,0.533,0.484,158,3.7,8.4,6,14.3,10.7,3.4,0.3,27,-1.9,1.2,108.3,102.4,5.9,210.1,19.6,2013
Rashad Whack,MSMU,0.545,0.512,153.8,4,12.4,7.8,11.5,11.9,4.1,0.5,25,-2.2,1.2,108.5,102.3,6.2,266.4,19.5,2013
Alex Hamilton,LTU,0.522,0.451,140.3,2.7,10.6,6.5,31.7,18.4,3.3,1.3,24.8,0.8,1.4,105.6,89.9,15.6,196,19.5,2013
Brandon Goode,NSU,0.601,0.586,121.2,10,17.9,14,2.4,16.5,1.2,9.9,18.5,-5.3,1.5,111,91,20,238.4,19.5,2013
Lamar Patterson,PITT,0.562,0.538,145.6,5.4,14.8,10.1,21.1,16.7,3,1.4,21.5,0.5,1.3,113.4,90.4,23,273.5,19.5,2013
Tyshon Pickett,BU,0.548,0.503,169.6,11.8,13.2,12.5,6.6,11.1,1.9,2,22.4,-2.8,1.3,114,104.6,9.4,261.5,19.5,2013
Jon Smith,OU,0.631,0.607,131.9,12.9,14,13.4,3.4,7.2,2.7,9.5,13.1,-0.6,1.5,135.1,90.1,44.9,200.1,19.5,2013
C.J. Garner,LIU,0.583,0.541,167.1,4.6,9,6.8,13.9,13.4,2.6,0.9,22.1,-1.2,1.4,117.6,108.5,9.1,337.6,19.5,2013
Chane Behanan,U of L,0.52,0.508,113.7,13.2,15.8,14.5,8.3,14.5,3.2,1.8,21.1,-3.3,1.3,108.5,86.1,22.4,339.1,19.5,2013
Derrick Nix,MSU,0.552,0.506,119.6,9.9,17.8,14.1,11.7,14,2.4,0.6,19.9,-1.6,1.4,114.5,91,23.5,323,19.5,2013
C.J. Fair,SU,0.542,0.502,169.3,6.7,15,10.9,4.6,10.5,1.9,3.8,21.7,-3.1,1.3,113.6,90.3,23.4,426.6,19.5,2013
Keion Bell,MU,0.606,0.546,166.4,4.9,13.1,9.2,12.1,16.8,2.7,0.5,20.6,-2.7,1.4,117.3,96.6,20.7,246.1,19.5,2013
Tyrone Garland,LU,0.508,0.47,143.6,3.2,7,5.1,18.3,9.9,2.9,0.1,30.4,-0.2,1.2,105.5,101.9,3.6,161.4,19.5,2013
Brandon Peterson,ASU,0.559,0.532,114.3,11,22.9,16.7,6.4,14.9,1.7,4.3,16.9,-3.1,1.5,113.2,88.7,24.5,371.4,19.5,2013
Devon Saddler,UD,0.545,0.483,158.5,2.6,10.2,6.6,17.8,15.1,1.5,0.5,28.9,-3.7,1.3,107.3,104.9,2.4,307.1,19.5,2013
Chris Flores,NJIT,0.52,0.475,150.1,3,9.7,6.4,20.2,14.8,4.2,0.8,28.3,-2.7,1.2,104.9,91,13.9,267.4,19.4,2013
Dez Wells,UMD,0.585,0.558,156.4,3.7,14.5,9.5,22.1,20.2,1.9,1.9,24.6,-3,1.4,107.4,94.6,12.8,342.5,19.4,2013
Travis Fulton,PAC,0.586,0.558,162.1,6.7,13.6,10.2,14.9,12,2.1,0.4,20.4,0,1.3,117.2,100.7,16.5,263.4,19.4,2013
Trevis Simpson,UNCG,0.518,0.475,154.5,3.3,12.9,7.8,11.1,10,1.2,0.4,32.6,-3.4,1.2,104.3,105.2,-0.9,210.9,19.4,2013
Christian Watford,IU,0.599,0.534,172.3,6.2,18.8,13.1,5.8,13.6,1.4,1.7,21.5,-3.7,1.5,121.8,91,30.8,316.9,19.4,2013
Alex Smith,BCU,0.587,0.598,109.8,10.5,21.5,15.5,7.1,17.3,2.1,9.6,15.4,-3.1,1.4,110.6,94.2,16.3,286.8,19.4,2013
Jay Canty,ASU,0.504,0.461,138.1,7.9,14.9,11.3,21.4,15.3,1.8,1.5,26.6,-1.6,1.2,104.2,102.7,1.5,303.4,19.4,2013
Sam Dower,GU,0.602,0.57,159.8,7.4,12.2,10,3.8,13,1.7,3.2,21.4,-4.1,1.4,117.7,93.4,24.3,155.6,19.3,2013
Jake O'Brien,TEM,0.619,0.612,159.4,7,11.8,9.3,5.7,11.4,1.3,4,21.2,-3,1.3,117.3,102.7,14.7,207.3,19.3,2013
Jerome Jones,SIUE,0.564,0.56,145.5,5.7,14.4,10,7.5,14.1,2.4,1.2,27.7,-5.5,1.2,103.3,97.7,5.6,178,19.3,2013
Demetrius Conger,STBN,0.604,0.531,169,7.5,16.4,11.9,18,16.8,1.4,2,20.1,-0.7,1.5,120.3,105.9,14.4,356,19.3,2013
Jordan Henriquez,KSU,0.488,0.507,89.6,16.4,21,18.6,5.1,13.4,0.8,13.7,19.2,-3.4,1.2,104.3,90,14.3,196.3,19.3,2013
Eric Stutz,EKU,0.673,0.636,163.1,10.4,15.8,13,11,20.9,2,3.6,17.8,-3.2,1.8,121.9,99.1,22.8,270,19.3,2013
J.J. Moore,PITT,0.557,0.512,159.1,8.5,11.9,10.2,6.5,7.8,1.8,0,22.7,-1.3,1.3,122.7,94.8,27.9,157.6,19.3,2013
Kyle Anderson,UCLA,0.485,0.43,136.2,7.9,22.9,15.7,20.8,17.3,3.4,2.8,20,0.8,1.2,102.5,90.6,11.9,425.4,19.3,2013
Will Clyburn,ISU,0.559,0.497,151.9,7.4,16.8,12.2,12.5,16.5,1.7,1.2,24.8,-3.7,1.4,110.8,99.7,11.1,364.5,19.3,2013
Cameron Bairstow,UNM,0.537,0.456,119.4,11.1,17.7,14.5,8.8,12,1.8,3,23,-2.7,1.4,111.8,91.6,20.2,265.3,19.3,2013
Art Bernardi,HCU,0.512,0.482,149.1,8.3,18.6,13.4,11.7,15.5,2.3,2.9,28.3,-5.7,1.2,99,91.2,7.7,278.5,19.3,2013
Keifer Sykes,UWGB,0.544,0.473,166.9,1.9,9.5,5.8,29.7,14.5,2,0.4,26.4,1.2,1.3,111.1,101.2,9.9,312.3,19.3,2013
Brandon Provost,UTRGV,0.62,0.572,168.4,1.9,12.9,7.4,14.6,14.2,1.8,0.9,21.9,-1.7,1.5,117.7,99.3,18.4,307.9,19.2,2013
Darien Brothers,RICH,0.588,0.532,171.3,2.1,8.5,5.2,9.9,9.7,2.1,0.7,25,-1.7,1.4,116.5,104.8,11.7,239,19.2,2013
Kevin Parrom,U of A,0.616,0.586,164.4,9.1,16,12.7,16,13.6,1.5,1,17,0.9,1.4,128.7,96.5,32.3,283,19.2,2013
Amos Olatayo,ULM,0.519,0.5,133,7.8,16.2,11.9,8,12.7,2.8,1.5,30.1,-5.2,1.2,99.2,105.1,-5.9,195.4,19.2,2013
Corey Wilford,SEMO,0.591,0.574,159.8,3.7,9.6,6.9,15.9,12.7,1.6,0.9,25,-1,1.3,113.1,106.3,6.9,264.9,19.2,2013
Alan Williams,UCSB,0.569,0.532,121.7,15.7,27.5,22,11,10.1,2.4,8.9,36.4,-4.5,1.4,116.7,89.8,26.9,500,33.5,2014
Javonte Green,RU,0.598,0.563,157.6,10.5,26.8,18.6,9.1,10.1,4.4,2.3,30.8,-3.4,1.5,122.3,97.2,25,472.4,31.5,2014
Doug McDermott,CU,0.644,0.603,183.9,6.4,17.8,12.6,11.5,7.9,0.4,0.5,36.2,-2.2,1.5,127.3,104.9,22.4,556.3,31,2014
John Brown,HP,0.591,0.545,129,13.6,16.6,15.1,14.6,8.8,2.9,6,30.2,-0.9,1.5,124.9,104.8,20.1,491.8,30.8,2014
De'Mon Brooks,DAV,0.653,0.61,178.2,10.4,23.1,16.7,11.8,13.2,1.5,3.1,32.6,-4.9,1.7,126.3,102.3,24,343.4,30.6,2014
D.J. Covington,VMI,0.621,0.593,129,8.7,22,15.3,5.5,11.6,1.7,8.5,27.4,-4.6,1.6,122.6,99.7,22.9,583.6,29.6,2014
T.J. Warren,NCST,0.574,0.548,148.2,10.8,12.9,11.9,8.6,9.9,3.1,1.8,35.5,-4.7,1.3,116.9,103.1,13.8,505.5,29.5,2014
Javon McCrea,UB,0.591,0.563,172.8,13.9,20.9,17.5,16.9,13.4,2.8,7.3,28.3,-2.9,1.5,119.2,91.6,27.6,492.3,28.9,2014
Troy Huff,UND,0.557,0.495,151.2,10.9,18.1,14.2,9.3,9.8,4.6,1.1,32.9,-3.6,1.4,116.9,102.8,14.1,442.8,28.7,2014
Jordan Parks,NCCU,0.676,0.675,188.5,16,19.7,17.9,8.1,12.4,2.5,7.3,23.6,-3.5,1.7,130.2,84.8,45.5,307.5,28.3,2014
Denzel Livingston,UIW,0.627,0.579,167.1,5.2,15.1,10.6,22.5,14.2,4.2,4,27.7,-0.5,1.6,123.7,90.4,33.3,463.1,28.2,2014
Shawn Long,LA,0.582,0.558,161.9,13.4,26.6,19.9,4.2,11.9,1.3,9.2,29,-5.7,1.4,118.1,96.3,21.8,516.3,27.9,2014
Aaric Murray,TSU,0.58,0.522,156.9,8.2,18.5,13.6,9.4,12.3,1.6,7.5,33.3,-5.6,1.5,115.5,101,14.5,487.6,27.4,2014
Frank Kaminsky,UW,0.611,0.578,167.1,10,18.4,14.3,11.4,8.3,1.6,6.1,25.5,-0.6,1.4,127.5,96.2,31.3,456.5,27.4,2014
Cameron Bairstow,UNM,0.611,0.558,162.5,8.4,16.6,12.8,11.8,10.7,1,4.9,29.9,-3,1.6,122.8,98.4,24.5,489,27.2,2014
Jabari Parker,DUKE,0.558,0.511,157.9,11.4,23,17.1,8.7,11.9,2.1,4,32.7,-5.1,1.3,115,98.2,16.8,469.8,27,2014
Billy Baron,CAN,0.631,0.565,176.9,1.5,13.1,7.3,28.9,13.4,2.5,0.1,28.7,1.4,1.5,127.9,108.7,19.2,574.4,27,2014
Nikola Miroti?,RMB,0.656,0.593,177.8,7.4,17.1,12.4,8.8,10.1,2.6,3.4,21.7,-1,1.6,131.6,99.6,32,309.1,24.5,2014
Zaccheus Mason,UTC,0.573,0.539,154.5,10.5,25,17.6,6.1,13.1,1.7,9.1,28.6,-5.8,1.4,114.3,95.8,18.5,472.6,26.8,2014
Karvel Anderson,RMU,0.658,0.633,181.4,2.9,10.2,6.5,11.6,7.5,2.6,0.9,27.4,-1,1.5,131.3,107.3,24.1,425.9,26.7,2014
K.J. McDaniels,CLEM,0.566,0.505,160.5,8.9,15.9,12.5,12.7,13.3,2.3,8.9,29.1,-4.2,1.3,114.3,89.9,24.4,491.9,26.6,2014
Jameel Warney,SB,0.62,0.616,122.2,11.6,20.6,16.2,15.4,9.7,1.5,5.3,22.5,0.1,1.5,128.6,96.4,32.3,474,26.5,2014
D.J. Cunningham,UNCA,0.592,0.563,126.6,14.8,27.1,21.3,8.9,17.4,2,13.8,22.3,-4.9,1.4,115.6,94.1,21.5,389.9,26.5,2014
Jordan Adams,UCLA,0.603,0.545,167.7,7.5,13,10.4,14.5,9.4,5,0.6,26.5,0.2,1.5,125.2,95.6,29.6,485.1,26.5,2014
Justin Sears,YALE,0.575,0.523,154.7,11.2,16.5,13.8,13.1,13,2.5,7.6,28.8,-4.2,1.5,116.2,97.4,18.8,406.3,26.4,2014
Kendrick Perry,YSU,0.623,0.579,159.9,3,10.7,6.9,26.3,9.9,3.8,0.9,26.8,2.8,1.6,127.6,103,24.6,496.3,26.3,2014
Keaton Jackson,SIUE,0.74,0.747,208.8,12,21.9,16.9,5.1,16,0.9,12.2,20.9,-4.9,1.9,131.3,103.4,27.9,268.8,26.2,2014
Derrick Barden,UNC,0.615,0.601,160.8,13,20.3,16.6,8.4,8.7,2.6,1.9,21.9,-0.9,1.4,131,104.5,26.5,423.6,26.2,2014
Shawn Jones,MTSU,0.604,0.577,126.4,12.6,22.7,17.7,5.2,11,1.9,7.7,24,-3.8,1.5,121.9,88.3,33.6,427.6,26.2,2014
Tyler Stone,SEMO,0.599,0.572,159.5,8.7,23.5,16.4,11.3,9.6,1.6,4.9,25.8,-1.2,1.4,123.5,105.3,18.2,484.9,26.2,2014
Joel Embiid,KU,0.655,0.629,151.1,12.8,26.5,20.3,11.6,21.6,2.3,11.5,23.3,-6.1,1.8,116.5,89.2,27.3,339.6,26.1,2014
Brad Waldow,SMC,0.586,0.565,118,13.7,18.9,16.3,12.5,11.6,1.3,4.8,26.8,-2.7,1.6,121.8,100.6,21.2,427.4,26.1,2014
Sherman Blanford,EIU,0.575,0.518,126.4,13.3,23.1,18.1,14.4,12.9,2.3,3.2,27.9,-3.2,1.5,117,105.9,11.1,359.9,26,2014
Jarnell Stokes,UT,0.576,0.531,122.6,15.3,23.2,19.3,13.7,13.7,1.4,2.9,24.5,-2.4,1.5,121.9,94.5,27.4,544.8,25.9,2014
Seth Tuttle,UNI,0.603,0.535,153,9.5,23.4,16.4,17.9,14.1,2,4.3,27,-1.9,1.6,120.1,100,20.1,414.6,25.8,2014
Jerrelle Benimon,TU,0.596,0.546,156.1,7.8,25.2,17.2,23.2,18,1.2,3.4,27.2,-2.9,1.6,116.7,98.2,18.5,591.4,25.7,2014
"Larry Nance, Jr.",UW,0.605,0.561,154.6,6,24.6,16.5,12.4,11.7,2.7,7.2,25.4,-2,1.5,115.9,87.4,28.6,379.8,25.7,2014
T.J. Bray,PRIN,0.67,0.629,175,1.8,14.9,8.4,34.9,11.6,2.3,0.6,23.7,4.8,1.7,133.8,98.5,35.3,400,25.6,2014
Jacob Parker,SFA,0.623,0.574,180.7,10.3,21.9,15.7,14.4,9.5,2.9,2.2,22.2,0.5,1.5,133.4,92.1,41.2,446.3,25.5,2014
TaShawn Thomas,U of H,0.598,0.592,135.3,10.4,18.6,14.6,14,14.8,2.3,8.5,24.5,-3.1,1.5,114.7,101.7,13,496.4,25.4,2014
Taylor Braun,NDSU,0.598,0.528,167,2.5,17.8,10.5,21.8,11.8,2.8,0.7,27,1.6,1.6,124.4,101.8,22.6,420.1,25.4,2014
Marcus Smart,OSU,0.552,0.486,144.9,5.1,15,10.3,29.6,14,5,1.9,29.1,1.6,1.4,114.6,90.4,24.2,449.5,25.4,2014
Dantrell Thomas,NSU,0.611,0.549,166.6,6.8,16.9,11.6,21.9,12.7,3.1,1.5,27,-0.4,1.6,122.2,104,18.2,337.5,25.4,2014
Delon Wright,U of U,0.639,0.581,157.6,4.6,17,11.3,28.6,17.3,4.1,3.8,21.4,2.7,1.7,125.2,89.2,36,571.1,25.3,2014
Ryan Watkins,BSU,0.616,0.574,131.7,20.4,24.2,22.2,6.7,9.8,1.5,4.2,18.6,-1.3,1.5,136.8,99.7,37.1,481,25.2,2014
Brice Johnson,UNC,0.577,0.566,118.8,12.7,21.7,17.2,9.7,11.6,2.2,6.9,24.7,-2.9,1.3,117.1,92.9,24.3,308,25.2,2014
R.J. Hunter,GSU,0.623,0.566,172.1,1.3,14.5,8.2,10.5,7.5,3.5,3.4,25.6,-0.1,1.5,125.8,99.5,26.3,427.1,25.1,2014
Augustine Rubit,USA,0.53,0.489,145.7,14.4,18.9,16.6,11.4,10.9,1.4,4.9,29.1,-3.4,1.3,113,100.4,12.7,412.3,25.1,2014
Cleanthony Early,WSU,0.627,0.57,170.1,5.9,18.5,12.5,6.4,12.9,1.8,3.3,28.8,-5.5,1.5,121.2,90.7,30.5,378.6,25.1,2014
Xavier Thames,SDSU,0.557,0.478,161.7,2.1,8.5,5.3,23.7,8.2,3.3,0.5,28.6,2.5,1.4,124.9,90.8,34.1,378.9,25.1,2014
Ian Chiles,MSU,0.579,0.549,121.4,8.8,16,12.2,7.5,10.3,0.9,10.6,25.4,-3.2,1.4,118.2,99,19.3,378.4,25,2014
Brandon West,JSU,0.6,0.557,131.6,14.6,26.3,20.2,6.1,16,1.7,9.1,22.9,-5.8,1.5,115.5,92.2,23.3,347,25,2014
Keifer Sykes,UWGB,0.578,0.505,158.8,2.6,11.6,7.4,30.9,10.8,2.1,0,29.1,3.3,1.5,122.9,97,25.9,408.3,24.9,2014
Sean Kilpatrick,UC,0.577,0.515,161.6,3.6,11.5,7.5,18.5,10.3,2.6,0.1,30.6,-1.2,1.4,123.2,94.5,28.7,402.1,24.9,2014
Tim Williams,SU,0.637,0.602,168.4,7.6,18.8,13.4,5.2,11.8,2.4,4.6,24.8,-4,1.6,121.3,106.6,14.7,436.5,24.8,2014
Jalan West,NSU,0.619,0.552,174.9,1.4,11,6.3,33.3,14.8,3.9,0.7,24.8,4,1.5,124.9,104,20.9,492.3,24.8,2014
Scott Eatherton,NU,0.593,0.563,164.7,12.2,27.3,19.6,9.7,16.7,1.1,6,27.1,-6.4,1.5,111.6,98.8,12.8,430.8,24.8,2014
Russ Smith,U of L,0.576,0.541,156,2.9,9.6,6.2,31.6,15.2,4,0.4,30.7,0.9,1.4,116.9,89,27.9,428.6,24.7,2014
Shawn Glover,ORU,0.565,0.522,181,4.5,15.1,9.9,11,10.4,1.5,4.7,31.6,-3.5,1.3,114.1,103.5,10.6,412.1,24.7,2014
Reigarvius Williams,MSU,0.66,0.648,130.7,13.7,20.7,17.4,4.1,14.9,1.4,5.2,20.4,-4.7,1.8,127.1,100.7,26.4,496,24.6,2014
David Nwaba,POLY,0.572,0.526,121.2,9.1,15.7,12.2,13,11.2,2.3,3,27,-2.4,1.5,116.9,102.2,14.6,285.8,24.5,2014
Davante Gardner,MU,0.602,0.532,143.4,9.7,15.7,12.7,12.1,8.3,0.7,2.1,26.2,-0.9,1.6,127.7,102.6,25.1,329.1,24.5,2014
Stephen Madison,U of I,0.582,0.52,156.2,7.1,19.2,13.2,16.5,13.7,1.7,1.5,30.1,-3.3,1.5,116.2,106.8,9.4,439.1,24.5,2014
Markus Kennedy,SMU,0.55,0.535,132.2,10.2,22.5,16.8,14.4,13.9,3.7,5.9,27.3,-3.1,1.3,109.2,85.3,23.9,405.5,24.4,2014
Khem Birch,UNLV,0.569,0.51,120.3,13.9,20.4,17.2,7.6,11.6,1.2,10.9,18.5,-1.7,1.6,123,90.5,32.5,514.9,24.4,2014
Desmar Jackson,SIU,0.551,0.49,151.5,5.6,15.3,10.4,15.9,15,4.6,1.7,32.3,-5.1,1.3,108.8,98.6,10.2,359.3,24.4,2014
Jonathan Holmes,UT,0.598,0.556,158.3,12.1,19.4,15.7,8.3,13,1.3,5.6,24.1,-3.9,1.5,122.2,100.1,22.1,340.9,24.3,2014
Davion Berry,WSU,0.632,0.551,167.6,1.7,13.1,7.9,28.1,15.4,1.8,0.5,29.9,-0.5,1.7,122.5,102.2,20.4,376,24.3,2014
Kareem Jamar,UM,0.577,0.53,153.3,3.2,17.8,10.7,27.4,12,1.6,1.6,30,1.4,1.5,117.8,108.3,9.6,385.4,24.2,2014
Shabazz Napier,UConn,0.591,0.517,170.4,3.4,15.1,9.7,30.8,15.8,3.2,1,27.5,1.2,1.5,118.8,93.6,25.2,568.8,24.1,2014
Sam Dower,GU,0.628,0.58,171.2,9,21.1,15.6,8.4,12,1,2.7,25.1,-3.1,1.5,123.9,97.6,26.2,376.9,24.1,2014
Joe Young,UO,0.627,0.569,177.6,3.1,7.8,5.5,13.1,7.1,2.4,0.1,26,0.5,1.5,132.1,107.4,24.8,382.3,24.1,2014
Glenn Bryant,EMU,0.588,0.562,138.1,10.8,13.4,12.1,3.2,7.5,2.4,8.7,21.1,-2.3,1.4,122.7,90.8,31.8,299.5,24,2014
Montrezl Harrell,U of L,0.592,0.612,174,12.1,19.7,15.9,8.2,10.8,2,4.8,22,-2.1,1.4,121.4,86.4,35,484.9,24,2014
Brandon Edwards,UTA,0.626,0.578,166,11.5,20,15.8,5,9.4,1.2,5.8,20.3,-2.2,1.6,131.2,104.6,26.6,489.6,24,2014
Justin Jackson,UC,0.524,0.532,99.2,13.6,17.5,15.5,14.8,15.7,3.7,12,23.5,-3.1,1.3,107.1,83.6,23.4,410.8,24,2014
Chris Horton,APSU,0.598,0.595,117.7,13.3,23.1,18.3,4.8,9.8,1.6,10.4,19.6,-2.2,1.4,122.2,102,20.2,451,24,2014
Shayne Whittington,WMY,0.581,0.535,147.8,9.9,22.7,16.8,8.7,11.9,1.5,5.6,25.8,-3.6,1.4,117.2,94.9,22.3,409,24,2014
Egidijus Mockevicius,UE,0.661,0.627,135.6,10.7,28.3,19.9,2.6,12.7,1.9,8.9,19.4,-3.9,1.7,125.3,96.9,28.4,364.9,23.9,2014
Patrick Miller,TSU,0.555,0.49,155.9,4.5,9.7,7,28.3,13.5,2.6,0.5,33.4,-1.6,1.4,113.3,112.6,0.7,370.8,23.9,2014
Tymell Murphy,FIU,0.621,0.605,152.5,7.5,17,12.4,15.7,18,3.3,4.6,24.3,-4.1,1.5,114.6,97.4,17.1,431.6,23.9,2014
Branden Dawson,MSU,0.622,0.613,126.9,12.9,21,17.2,11.6,12.5,2.7,3.6,18.8,-0.7,1.4,126,92.2,33.8,368.5,23.8,2014
"Sidney Sanders, Jr.",FDU,0.506,0.448,151.6,3.5,9.6,6.5,43.5,11.8,3.8,0,32.9,4.1,1.2,111.1,110.9,0.2,373.5,23.8,2014
Adreian Payne,MSU,0.607,0.565,171.6,6.9,22.5,15.1,9.8,13.1,1,3.8,28.7,-4.1,1.4,117.1,96.4,20.7,353.5,23.8,2014
Jamal Geli,MSU,0.54,0.496,149.8,9.2,19.9,14.5,15.6,11.3,3.7,1.5,30.3,-2.5,1.3,110,97.5,12.5,324.6,23.8,2014
Jarekious Bradley,SEMO,0.611,0.583,164.7,5.7,17.1,11.6,9.9,10.3,2.1,3.2,26.7,-2.1,1.4,122,106.5,15.5,410.9,23.8,2014
